Transformed	matching	Soot.rep(1)	OSA.rep(2)	SPOON.rep(4)	JCG.rep(8)	WALA.rep(16)	JDT(64)	IntersectionID
28	6	"(8)<generics.Generic3: void foo()>""(8)<generics.Generic3: void foo()>"	351generics.Generic3.foo()V:7:2:10:3	43generics.Generic3.foo():7:14:10:2	generics.Generic3:foo()generics.Generic3.foo()	13generics.Generic3.foo()V:8	60generics.Generic3.foo():void:Generic3.java:4:1:10:2	95
121	6	"(30)<generics.GenericsTest: void main(java.lang.String[])>""(30)<generics.GenericsTest: void main(java.lang.String[])>"	379generics.GenericsTest.main([Ljava/lang/String;)V:29:2:31:3	48generics.GenericsTest.main(java.lang.String[]):29:21:31:2	(30)generics.GenericsTest:main(java.lang.String[])generics.GenericsTest.main(java.lang.String[])	67generics.GenericsTest.main([Ljava/lang/String;)V:30	63generics.GenericsTest.main(java.lang.String[]):void:GenericsTest.java:29:1:31:2	95
158	1	x	x	x	generics.Generic3:generic(helper.Interface)generics.Generic3.generic(helper.Interface)	x	x	8
122	6	"(3)<parser.ForParser: void <init>()>""(3)<parser.ForParser: void <init>()>"	532parser.ForParser.<init>()V:-1:-1:-1:-1	92parser.ForParser.ForParser():-1:-1:-1:-1	parser.ForParser:<init>()parser.ForParser.<init>()	31parser.ForParser.<init>()V:3	102parser.ForParser.<init>():void:ParserTest.java:-1:-1:-1:-1	95
30	6	"(8)<parser.ForParser: void foo()>""(8)<parser.ForParser: void foo()>"	535parser.ForParser.foo()V:7:7:9:3	93parser.ForParser.foo():7:27:9:2	parser.ForParser:foo()parser.ForParser.foo()	32parser.ForParser.foo()V:8	103parser.ForParser.foo():void:ForParser.java:7:1:9:2	95
31	6	"(12)<parser.ForParser: void goo()>""(12)<parser.ForParser: void goo()>"	536parser.ForParser.goo()V:11:7:13:3	94parser.ForParser.goo():11:27:13:2	parser.ForParser:goo()parser.ForParser.goo()	33parser.ForParser.goo()V:12	104parser.ForParser.goo():void:ForParser.java:11:1:13:2	95
32	6	"(17)<parser.ForParser: generics.Generic2 validMethod(helper.Child2,generics.Generic1,java.lang.Class[])>""(17)<parser.ForParser: generics.Generic2 validMethod(helper.Child2,generics.Generic1,java.lang.Class[])>"	537parser.ForParser.validMethod(Lhelper/Child2;Lgenerics/Generic1;[Ljava/lang/Class;)Lgenerics/Generic2;:16:2:22:3	95parser.ForParser.validMethod(helper.Child2,generics.Generic1,java.lang.Class[]):16:69:22:2	parser.ForParser:validMethod(helper.Child2,generics.Generic1,java.lang.Class[])parser.ForParser.validMethod(helper.Child2,generics.Generic1,java.lang.Class[])	34parser.ForParser.validMethod(Lhelper/Child2;Lgenerics/Generic1;[Ljava/lang/Class;)Lgenerics/Generic2;:17	105parser.ForParser.validMethod(helper.Child2;generics.Generic1<helper.Interface>;java.lang.Class<?>[]):generics.Generic2<helper.Interface,generics.Generic1>:ForParser.java:16:1:22:2	95
33	6	"(25)<parser.ForParser: generics.Generic2 validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[])>""(25)<parser.ForParser: generics.Generic2 validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[])>"	548parser.ForParser.validGenericMethod(Lhelper/Child2;Lgenerics/Generic1;[Ljava/lang/Class;)Lgenerics/Generic2;:24:2:30:3	96parser.ForParser.validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[]):24:98:30:2	parser.ForParser:validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[])parser.ForParser.validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[])	37parser.ForParser.validGenericMethod(Lhelper/Child2;Lgenerics/Generic1;[Ljava/lang/Class;)Lgenerics/Generic2;:25	106parser.ForParser.validGenericMethod(helper.Child2;generics.Generic1<helper.Interface>;java.lang.Class<?>[]):generics.Generic2<helper.Interface,generics.Generic1>:ForParser.java:24:1:30:2	95
123	6	"(23)<parser.ParserTest: void main(java.lang.String[])>""(23)<parser.ParserTest: void main(java.lang.String[])>"	570parser.ParserTest.main([Ljava/lang/String;)V:22:2:24:3	99parser.ParserTest.main(java.lang.String[]):22:21:24:2	(23)parser.ParserTest:main(java.lang.String[])parser.ParserTest.main(java.lang.String[])	45parser.ParserTest.main([Ljava/lang/String;)V:23	108parser.ParserTest.main(java.lang.String[]):void:ParserTest.java:22:1:24:2	95
124	6	"(3)<anonymAndInner.Outer: void <init>()>""(3)<anonymAndInner.Outer: void <init>()>"	133anonymAndInner.Outer.<init>()V:-1:-1:-1:-1	4anonymAndInner.Outer.Outer():-1:-1:-1:-1	(3)anonymAndInner.Outer:<init>()anonymAndInner.Outer.<init>()	52anonymAndInner.Outer.<init>()V:3	22anonymAndInner.Outer.<init>():void::-1:-1:-1:-1	95
34	6	"(6)<anonymAndInner.Outer: void inner()>""(6)<anonymAndInner.Outer: void inner()>"	135anonymAndInner.Outer.inner()V:5:2:8:3	5anonymAndInner.Outer.inner():5:14:8:2	(6)anonymAndInner.Outer:inner()anonymAndInner.Outer.inner()	53anonymAndInner.Outer.inner()V:6	15anonymAndInner.Outer.inner():void:Outer.java:5:1:8:2	95
125	3	"(10)<anonymAndInner.Outer$Inner: void <init>(anonymAndInner.Outer)>""(10)<anonymAndInner.Outer$Inner: void <init>(anonymAndInner.Outer)>"	x	x	anonymAndInner.Outer$Inner:<init>(anonymAndInner.Outer)anonymAndInner.Outer$Inner.<init>(anonymAndInner.Outer)	54anonymAndInner.Outer$Inner.<init>(LanonymAndInner/Outer;)V:10	x	25
38	6	"(12)<anonymAndInner.Outer$Inner: void inner()>""(12)<anonymAndInner.Outer$Inner: void inner()>"	194anonymAndInner.Outer$Inner.inner()V:11:3:13:4	23anonymAndInner.Outer$Inner.inner():11:15:13:3	anonymAndInner.Outer$Inner:inner()anonymAndInner.Outer$Inner.inner()	55anonymAndInner.Outer$Inner.inner()V:12	17anonymAndInner.Outer$Inner.inner():void:Outer.java:11:2:13:3	95
126	3	"(1)<anonymAndInner.AnonymAndInnerTest$1: void <init>(anonymAndInner.AnonymAndInnerTest)>""(1)<anonymAndInner.AnonymAndInnerTest$1: void <init>(anonymAndInner.AnonymAndInnerTest)>"	x	x	(1)anonymAndInner.AnonymAndInnerTest$1:<init>(anonymAndInner.AnonymAndInnerTest)anonymAndInner.AnonymAndInnerTest$1.<init>(anonymAndInner.AnonymAndInnerTest)	57anonymAndInner.AnonymAndInnerTest$1.<init>(LanonymAndInner/AnonymAndInnerTest;)V:1	x	25
35	6	"(25)<anonymAndInner.AnonymAndInnerTest$1: void foo()>""(25)<anonymAndInner.AnonymAndInnerTest$1: void foo()>"	147anonymAndInner.AnonymAndInnerTest$1.foo()V:24:4:26:5	9anonymAndInner.AnonymAndInnerTest$1.foo():24:16:26:4	(25)anonymAndInner.AnonymAndInnerTest$1:foo()anonymAndInner.AnonymAndInnerTest$1.foo()	49anonymAndInner.AnonymAndInnerTest$1.foo()V:25	25anonymAndInner.AnonymAndInnerTest$1.foo():void:AnonymAndInnerTest.java:24:3:26:4	95
127	6	"(16)<anonymAndInner.Outer$Nested: void <init>()>""(16)<anonymAndInner.Outer$Nested: void <init>()>"	175anonymAndInner.Outer$Nested.<init>()V:-1:-1:-1:-1	17anonymAndInner.Outer$Nested.Outer$Nested():-1:-1:-1:-1	(16)anonymAndInner.Outer$Nested:<init>()anonymAndInner.Outer$Nested.<init>()	59anonymAndInner.Outer$Nested.<init>()V:16	33anonymAndInner.Outer$Nested.<init>():void::-1:-1:-1:-1	95
36	6	"(18)<anonymAndInner.Outer$Nested: void staticNested()>""(18)<anonymAndInner.Outer$Nested: void staticNested()>"	177anonymAndInner.Outer$Nested.staticNested()V:17:3:19:4	19anonymAndInner.Outer$Nested.staticNested():17:22:19:3	(18)anonymAndInner.Outer$Nested:staticNested()anonymAndInner.Outer$Nested.staticNested()	61anonymAndInner.Outer$Nested.staticNested()V:18	19anonymAndInner.Outer$Nested.staticNested():void:Outer.java:17:2:19:3	95
37	6	"(22)<anonymAndInner.Outer$Nested: void nested()>""(22)<anonymAndInner.Outer$Nested: void nested()>"	170anonymAndInner.Outer$Nested.nested()V:21:3:23:4	18anonymAndInner.Outer$Nested.nested():21:15:23:3	(22)anonymAndInner.Outer$Nested:nested()anonymAndInner.Outer$Nested.nested()	60anonymAndInner.Outer$Nested.nested()V:22	20anonymAndInner.Outer$Nested.nested():void:Outer.java:21:2:23:3	95
39	6	"(9)<anonymAndInner.AnonymAndInnerTest: void innerClass()>""(9)<anonymAndInner.AnonymAndInnerTest: void innerClass()>"	123anonymAndInner.AnonymAndInnerTest.innerClass()V:8:2:13:3	2anonymAndInner.AnonymAndInnerTest.innerClass():8:7:13:2	(9)anonymAndInner.AnonymAndInnerTest:innerClass()anonymAndInner.AnonymAndInnerTest.innerClass()	51anonymAndInner.AnonymAndInnerTest.innerClass()V:9	21anonymAndInner.AnonymAndInnerTest.innerClass():void:AnonymAndInnerTest.java:4:1:13:2	95
40	6	"(21)<anonymAndInner.AnonymAndInnerTest: void anonim()>""(21)<anonymAndInner.AnonymAndInnerTest: void anonim()>"	137anonymAndInner.AnonymAndInnerTest.anonim()V:20:2:41:3	6anonymAndInner.AnonymAndInnerTest.anonim():20:7:41:2	(21)anonymAndInner.AnonymAndInnerTest:anonim()anonymAndInner.AnonymAndInnerTest.anonim()	56anonymAndInner.AnonymAndInnerTest.anonim()V:21	23anonymAndInner.AnonymAndInnerTest.anonim():void:AnonymAndInnerTest.java:15:1:41:2	95
49	6	"(8)<helper.Child1: void foo()>""(8)<helper.Child1: void foo()>"	148helper.Child1.foo()V:7:2:9:3	10helper.Child1.foo():7:14:9:2	helper.Child1:foo()helper.Child1.foo()	15helper.Child1.foo()V:8	26helper.Child1.foo():void:Child1.java:7:1:9:2	95
48	6	"(5)<helper.Child1: void goo()>""(5)<helper.Child1: void goo()>"	150helper.Child1.goo()V:4:2:6:3	11helper.Child1.goo():4:14:6:2	helper.Child1:goo()helper.Child1.goo()	38helper.Child1.goo()V:5	27helper.Child1.goo():void:Child1.java:4:1:6:2	95
159	1	x	x	x	anonymAndInner.AnonymAndInnerTest$2:<init>(anonymAndInner.AnonymAndInnerTest)anonymAndInner.AnonymAndInnerTest$2.<init>(anonymAndInner.AnonymAndInnerTest)	x	x	8
41	6	"(48)<anonymAndInner.AnonymAndInnerTest: void nested()>""(48)<anonymAndInner.AnonymAndInnerTest: void nested()>"	168anonymAndInner.AnonymAndInnerTest.nested()V:47:2:52:3	16anonymAndInner.AnonymAndInnerTest.nested():47:7:52:2	(48)anonymAndInner.AnonymAndInnerTest:nested()anonymAndInner.AnonymAndInnerTest.nested()	58anonymAndInner.AnonymAndInnerTest.nested()V:48	32anonymAndInner.AnonymAndInnerTest.nested():void:AnonymAndInnerTest.java:43:1:52:2	95
128	6	"(61)<anonymAndInner.AnonymAndInnerTest: void main(java.lang.String[])>""(61)<anonymAndInner.AnonymAndInnerTest: void main(java.lang.String[])>"	183anonymAndInner.AnonymAndInnerTest.main([Ljava/lang/String;)V:60:2:63:3	21anonymAndInner.AnonymAndInnerTest.main(java.lang.String[]):60:21:63:2	(61)anonymAndInner.AnonymAndInnerTest:main(java.lang.String[])anonymAndInner.AnonymAndInnerTest.main(java.lang.String[])	63anonymAndInner.AnonymAndInnerTest.main([Ljava/lang/String;)V:61	34anonymAndInner.AnonymAndInnerTest.main(java.lang.String[]):void:AnonymAndInnerTest.java:60:1:63:2	95
42	6	"(36)<anonymAndInner.AnonymAndInnerTest$2: void generic(helper.Child1)>""(36)<anonymAndInner.AnonymAndInnerTest$2: void generic(helper.Child1)>"	163anonymAndInner.AnonymAndInnerTest$2.generic(Lhelper/Child1;)V:35:4:38:5	14anonymAndInner.AnonymAndInnerTest$2.generic(helper.Child1):35:16:38:4	(36)anonymAndInner.AnonymAndInnerTest$2:generic(helper.Child1)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Child1)	48anonymAndInner.AnonymAndInnerTest$2.generic(Lhelper/Child1;)V:36	29anonymAndInner.AnonymAndInnerTest$2.generic(helper.Child1):void:AnonymAndInnerTest.java:32:3:38:4	95
117	3	"(1)<anonymAndInner.AnonymAndInnerTest$2: void generic(helper.Interface)>""(1)<anonymAndInner.AnonymAndInnerTest$2: void generic(helper.Interface)>"	x	x	(1)anonymAndInner.AnonymAndInnerTest$2:generic(helper.Interface)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Interface)	50anonymAndInner.AnonymAndInnerTest$2.generic(Lhelper/Interface;)V:1	x	25
129	5	"(3)<helper.Abstract: void <init>()>""(3)<helper.Abstract: void <init>()>"	391helper.Abstract.<init>()V:-1:-1:-1:-1	49helper.Abstract.Abstract():-1:-1:-1:-1	helper.Abstract:<init>()helper.Abstract.<init>()	5helper.Abstract.<init>()V:3	x	31
43	6	"(5)<helper.Child2: void goo()>""(5)<helper.Child2: void goo()>"	400helper.Child2.goo()V:4:2:6:3	54helper.Child2.goo():4:14:6:2	(5)helper.Child2:goo()helper.Child2.goo()	86helper.Child2.goo()V:5	69helper.Child2.goo():void:Child2.java:4:1:6:2	95
44	6	"(8)<helper.Child2: void hoo()>""(8)<helper.Child2: void hoo()>"	401helper.Child2.hoo()V:7:2:9:3	55helper.Child2.hoo():7:14:9:2	(8)helper.Child2:hoo()helper.Child2.hoo()	89helper.Child2.hoo()V:8	70helper.Child2.hoo():void:Child2.java:7:1:9:2	95
45	6	"(7)<helper.Interface: void hoo()>""(7)<helper.Interface: void hoo()>"	416helper.Interface.hoo()V:6:4:8:5	59helper.Interface.hoo():3:18:9:1	(7)helper.Interface:hoo()helper.Interface.hoo()	88helper.Interface.hoo()V:7	66helper.Interface.hoo():void:Interface.java:6:3:8:4	95
130	6	"(3)<helper.Child3: void <init>()>""(3)<helper.Child3: void <init>()>"	403helper.Child3.<init>()V:-1:-1:-1:-1	56helper.Child3.Child3():-1:-1:-1:-1	(3)helper.Child3:<init>()helper.Child3.<init>()	84helper.Child3.<init>()V:3	111helper.Child3.<init>():void:PolimorphTest.java:-1:-1:-1:-1	95
46	6	"(5)<helper.Child3: void hoo()>""(5)<helper.Child3: void hoo()>"	404helper.Child3.hoo()V:4:2:6:3	57helper.Child3.hoo():4:14:6:2	(5)helper.Child3:hoo()helper.Child3.hoo()	87helper.Child3.hoo()V:5	71helper.Child3.hoo():void:Child3.java:4:1:6:2	95
131	5	"(3)<helper.Debug: void <init>()>""(3)<helper.Debug: void <init>()>"	406helper.Debug.<init>()V:-1:-1:-1:-1	58helper.Debug.Debug():-1:-1:-1:-1	(3)helper.Debug:<init>()helper.Debug.<init>()	126helper.Debug.<init>()V:3	x	31
47	6	"(5)<helper.Abstract: void foo()>""(5)<helper.Abstract: void foo()>"	392helper.Abstract.foo()V:4:2:6:3	50helper.Abstract.foo():4:14:6:2	(5)helper.Abstract:foo()helper.Abstract.foo()	16helper.Abstract.foo()V:5	67helper.Abstract.foo():void:Abstract.java:4:1:6:2	95
50	6	"(11)<helper.Child1: void child1()>""(11)<helper.Child1: void child1()>"	399helper.Child1.child1()V:10:2:12:3	53helper.Child1.child1():10:14:12:2	(11)helper.Child1:child1()helper.Child1.child1()	39helper.Child1.child1()V:11	68helper.Child1.child1():void:Child1.java:10:1:12:2	95
132	5	"(3)<helper.Base: void <init>()>""(3)<helper.Base: void <init>()>"	394helper.Base.<init>()V:-1:-1:-1:-1	51helper.Base.Base():-1:-1:-1:-1	(3)helper.Base:<init>()helper.Base.<init>()	121helper.Base.<init>()V:3	x	31
51	6	"(5)<helper.Base: void base()>""(5)<helper.Base: void base()>"	395helper.Base.base()V:4:2:6:3	52helper.Base.base():4:14:6:2	(5)helper.Base:base()helper.Base.base()	122helper.Base.base()V:5	64helper.Base.base():void:Base.java:4:1:6:2	95
133	6	"(3)<polimorph.Overload: void <init>()>""(3)<polimorph.Overload: void <init>()>"	578polimorph.Overload.<init>()V:-1:-1:-1:-1	100polimorph.Overload.Overload():-1:-1:-1:-1	(3)polimorph.Overload:<init>()polimorph.Overload.<init>()	70polimorph.Overload.<init>()V:3	126polimorph.Overload.<init>():void::-1:-1:-1:-1	95
52	6	"(5)<polimorph.Overload: void foo()>""(5)<polimorph.Overload: void foo()>"	579polimorph.Overload.foo()V:4:2:6:3	101polimorph.Overload.foo():4:7:6:2	(5)polimorph.Overload:foo()polimorph.Overload.foo()	75polimorph.Overload.foo()V:5	116polimorph.Overload.foo():void:Overload.java:4:1:6:2	95
53	6	"(8)<polimorph.Overload: void foo(int)>""(8)<polimorph.Overload: void foo(int)>"	580polimorph.Overload.foo(I)V:7:2:9:3	102polimorph.Overload.foo(int):7:7:9:2	(8)polimorph.Overload:foo(int)polimorph.Overload.foo(int)	76polimorph.Overload.foo(I)V:8	117polimorph.Overload.foo(int):void:Overload.java:7:1:9:2	95
54	6	"(11)<polimorph.Overload: void foo(java.lang.Object)>""(11)<polimorph.Overload: void foo(java.lang.Object)>"	582polimorph.Overload.foo(Ljava/lang/Object;)V:10:2:12:3	103polimorph.Overload.foo(java.lang.Object):10:11:12:2	(11)polimorph.Overload:foo(java.lang.Object)polimorph.Overload.foo(java.lang.Object)	77polimorph.Overload.foo(Ljava/lang/Object;)V:11	118polimorph.Overload.foo(T):void:Overload.java:10:1:12:2	95
55	6	"(14)<polimorph.Overload: void foo(int,java.lang.Object[])>""(14)<polimorph.Overload: void foo(int,java.lang.Object[])>"	587polimorph.Overload.foo(I[Ljava/lang/Object;)V:13:2:15:3	104polimorph.Overload.foo(int,java.lang.Object[]):13:7:15:2	(14)polimorph.Overload:foo(int,java.lang.Object[])polimorph.Overload.foo(int,java.lang.Object[])	78polimorph.Overload.foo(I[Ljava/lang/Object;)V:14	119polimorph.Overload.foo(int;java.lang.Object[]):void:Overload.java:13:1:15:2	95
56	6	"(21)<polimorph.Overload: void overload1()>""(21)<polimorph.Overload: void overload1()>"	591polimorph.Overload.overload1()V:20:2:23:3	105polimorph.Overload.overload1():20:7:23:2	(21)polimorph.Overload:overload1()polimorph.Overload.overload1()	71polimorph.Overload.overload1()V:21	120polimorph.Overload.overload1():void:Overload.java:17:1:23:2	95
57	6	"(29)<polimorph.Overload: void overload2()>""(29)<polimorph.Overload: void overload2()>"	594polimorph.Overload.overload2()V:28:2:31:3	106polimorph.Overload.overload2():28:7:31:2	(29)polimorph.Overload:overload2()polimorph.Overload.overload2()	72polimorph.Overload.overload2()V:29	121polimorph.Overload.overload2():void:Overload.java:25:1:31:2	95
58	6	"(37)<polimorph.Overload: void overload3()>""(37)<polimorph.Overload: void overload3()>"	597polimorph.Overload.overload3()V:36:2:39:3	107polimorph.Overload.overload3():36:7:39:2	(37)polimorph.Overload:overload3()polimorph.Overload.overload3()	73polimorph.Overload.overload3()V:37	122polimorph.Overload.overload3():void:Overload.java:33:1:39:2	95
59	6	"(45)<polimorph.Overload: void overload4()>""(45)<polimorph.Overload: void overload4()>"	600polimorph.Overload.overload4()V:44:2:47:3	108polimorph.Overload.overload4():44:7:47:2	(45)polimorph.Overload:overload4()polimorph.Overload.overload4()	74polimorph.Overload.overload4()V:45	124polimorph.Overload.overload4():void:Overload.java:41:1:47:2	95
60	6	"(5)<polimorph.PolimorphTest: void overload()>""(5)<polimorph.PolimorphTest: void overload()>"	627polimorph.PolimorphTest.overload()V:4:2:12:3	118polimorph.PolimorphTest.overload():4:7:12:2	(5)polimorph.PolimorphTest:overload()polimorph.PolimorphTest.overload()	69polimorph.PolimorphTest.overload()V:5	125polimorph.PolimorphTest.overload():void:PolimorphTest.java:4:1:12:2	95
61	6	"(15)<polimorph.PolimorphTest: void polimorphic()>""(15)<polimorph.PolimorphTest: void polimorphic()>"	635polimorph.PolimorphTest.polimorphic()V:14:2:21:3	119polimorph.PolimorphTest.polimorphic():14:7:21:2	(15)polimorph.PolimorphTest:polimorphic()polimorph.PolimorphTest.polimorphic()	79polimorph.PolimorphTest.polimorphic()V:15	127polimorph.PolimorphTest.polimorphic():void:PolimorphTest.java:14:1:21:2	95
134	6	"(3)<polimorph.Polimorph: void <init>()>""(3)<polimorph.Polimorph: void <init>()>"	604polimorph.Polimorph.<init>()V:-1:-1:-1:-1	109polimorph.Polimorph.Polimorph():-1:-1:-1:-1	polimorph.Polimorph:<init>()polimorph.Polimorph.<init>()	80polimorph.Polimorph.<init>()V:3	128polimorph.Polimorph.<init>():void::-1:-1:-1:-1	95
135	6	"(59)<polimorph.Polimorph: void interfaceImplementation()>""(59)<polimorph.Polimorph: void interfaceImplementation()>"	621polimorph.Polimorph.interfaceImplementation()V:58:2:63:3	114polimorph.Polimorph.interfaceImplementation():58:14:63:2	polimorph.Polimorph:interfaceImplementation()polimorph.Polimorph.interfaceImplementation()	81polimorph.Polimorph.interfaceImplementation()V:59	113polimorph.Polimorph.interfaceImplementation():void:Polimorph.java:50:1:63:2	95
136	6	"(74)<polimorph.Polimorph: void interfaceImplementation2()>""(74)<polimorph.Polimorph: void interfaceImplementation2()>"	623polimorph.Polimorph.interfaceImplementation2()V:73:2:77:3	115polimorph.Polimorph.interfaceImplementation2():73:14:77:2	polimorph.Polimorph:interfaceImplementation2()polimorph.Polimorph.interfaceImplementation2()	82polimorph.Polimorph.interfaceImplementation2()V:74	114polimorph.Polimorph.interfaceImplementation2():void:Polimorph.java:65:1:77:2	95
137	6	"(84)<polimorph.Polimorph: void abstractClassImplementation()>""(84)<polimorph.Polimorph: void abstractClassImplementation()>"	625polimorph.Polimorph.abstractClassImplementation()V:83:2:87:3	116polimorph.Polimorph.abstractClassImplementation():83:14:87:2	polimorph.Polimorph:abstractClassImplementation()polimorph.Polimorph.abstractClassImplementation()	83polimorph.Polimorph.abstractClassImplementation()V:84	115polimorph.Polimorph.abstractClassImplementation():void:Polimorph.java:79:1:87:2	95
63	6	"(13)<polimorph.Polimorph: void overloadedInterface(helper.Interface)>""(13)<polimorph.Polimorph: void overloadedInterface(helper.Interface)>"	605polimorph.Polimorph.overloadedInterface(Lhelper/Interface;)V:12:2:17:3	110polimorph.Polimorph.overloadedInterface(helper.Interface):12:14:17:2	polimorph.Polimorph:overloadedInterface(helper.Interface)polimorph.Polimorph.overloadedInterface(helper.Interface)	85polimorph.Polimorph.overloadedInterface(Lhelper/Interface;)V:13	109polimorph.Polimorph.overloadedInterface(helper.Interface):void:Polimorph.java:4:1:17:2	95
138	6	"(29)<polimorph.PolimorphTest: void main(java.lang.String[])>""(29)<polimorph.PolimorphTest: void main(java.lang.String[])>"	645polimorph.PolimorphTest.main([Ljava/lang/String;)V:28:2:31:3	121polimorph.PolimorphTest.main(java.lang.String[]):28:21:31:2	(29)polimorph.PolimorphTest:main(java.lang.String[])polimorph.PolimorphTest.main(java.lang.String[])	91polimorph.PolimorphTest.main([Ljava/lang/String;)V:29	129polimorph.PolimorphTest.main(java.lang.String[]):void:PolimorphTest.java:28:1:31:2	95
148	4	x	415helper.Interface.goo()V:5:4:5:15	111helper.Interface.goo():-1:-1:-1:-1	helper.Interface:goo()helper.Interface.goo()	x	65helper.Interface.goo():void:Interface.java:5:3:5:14	78
64	6	"(28)<polimorph.Polimorph: void overloadedInterface()>""(28)<polimorph.Polimorph: void overloadedInterface()>"	610polimorph.Polimorph.overloadedInterface()V:27:2:33:3	112polimorph.Polimorph.overloadedInterface():27:14:33:2	(28)polimorph.Polimorph:overloadedInterface()polimorph.Polimorph.overloadedInterface()	123polimorph.Polimorph.overloadedInterface()V:28	110polimorph.Polimorph.overloadedInterface():void:Polimorph.java:19:1:33:2	95
160	1	x	x	x	helper.Child3:foo()helper.Child3.foo()	x	x	8
161	1	x	x	x	helper.Child3:goo()helper.Child3.goo()	x	x	8
65	6	"(43)<polimorph.Polimorph: void overloadedInterface2()>""(43)<polimorph.Polimorph: void overloadedInterface2()>"	618polimorph.Polimorph.overloadedInterface2()V:42:2:48:3	113polimorph.Polimorph.overloadedInterface2():42:14:48:2	(43)polimorph.Polimorph:overloadedInterface2()polimorph.Polimorph.overloadedInterface2()	124polimorph.Polimorph.overloadedInterface2()V:43	112polimorph.Polimorph.overloadedInterface2():void:Polimorph.java:35:1:48:2	95
162	1	x	x	x	helper.Child2:foo()helper.Child2.foo()	x	x	8
66	6	"(7)<initialization.StaticInit: void <clinit>()>""(7)<initialization.StaticInit: void <clinit>()>"	461initialization.StaticInit.<clinit>():6:2:9:3	72initialization.StaticInit.<clinit>():10:9:12:2	(7)initialization.StaticInit:<clinit>()initialization.StaticInit.<clinit>()	0initialization.StaticInit.<clinit>()V:7	72initialization.StaticInit.<clinit>():void::-1:-1:-1:-1	95
139	6	"(3)<initialization.IntermediateInitialization: void <init>()>""(3)<initialization.IntermediateInitialization: void <init>()>"	456initialization.IntermediateInitialization.<init>()V:-1:-1:-1:-1	64initialization.IntermediateInitialization.IntermediateInitialization():-1:-1:-1:-1	initialization.IntermediateInitialization:<init>()initialization.IntermediateInitialization.<init>()	2initialization.IntermediateInitialization.<init>()V:3	74initialization.IntermediateInitialization.<init>():void:Init.java:-1:-1:-1:-1	95
68	6	"(6)<initialization.IntermediateInitialization: helper.Child1 instantiateChild1()>""(6)<initialization.IntermediateInitialization: helper.Child1 instantiateChild1()>"	432initialization.IntermediateInitialization.instantiateChild1()Lhelper/Child1;:5:2:8:3	65initialization.IntermediateInitialization.instantiateChild1():5:23:8:2	initialization.IntermediateInitialization:instantiateChild1()initialization.IntermediateInitialization.instantiateChild1()	3initialization.IntermediateInitialization.instantiateChild1()Lhelper/Child1;:6	73initialization.IntermediateInitialization.instantiateChild1():helper.Child1:IntermediateInitialization.java:5:1:8:2	95
140	5	"(3)<initialization.StaticInit: void <init>()>""(3)<initialization.StaticInit: void <init>()>"	458initialization.StaticInit.<init>()V:-1:-1:-1:-1	71initialization.StaticInit.StaticInit():-1:-1:-1:-1	(3)initialization.StaticInit:<init>()initialization.StaticInit.<init>()	9initialization.StaticInit.<init>()V:3	x	31
67	6	"(15)<initialization.StaticInit: void staticInit()>""(15)<initialization.StaticInit: void staticInit()>"	446initialization.StaticInit.staticInit()V:14:2:16:3	69initialization.StaticInit.staticInit():14:14:16:2	(15)initialization.StaticInit:staticInit()initialization.StaticInit.staticInit()	10initialization.StaticInit.staticInit()V:15	75initialization.StaticInit.staticInit():void:StaticInit.java:14:1:16:2	95
69	6	"(14)<initialization.Init: void <init>(helper.Interface)>""(14)<initialization.Init: void <init>(helper.Interface)>"	439initialization.Init.<initblock>():6:4:9:5	63initialization.Init.<initblock>():10:4:12:4	(14)initialization.Init:<init>(helper.Interface)initialization.Init.<init>(helper.Interface)	119initialization.Init.<init>(Lhelper/Interface;)V:14	77initialization.Init.<init>(helper.Interface):void:Init.java:14:3:17:4	95
141	6	"(9)<initialization.Constructor: void callPrivate()>""(9)<initialization.Constructor: void callPrivate()>"	426initialization.Constructor.callPrivate()V:8:2:10:3	60initialization.Constructor.callPrivate():8:17:10:2	(9)initialization.Constructor:callPrivate()initialization.Constructor.callPrivate()	41initialization.Constructor.callPrivate()V:9	81initialization.Constructor.callPrivate():void:Constructor.java:8:1:10:2	95
142	6	"(6)<initialization.Constructor: void privateMethod()>""(6)<initialization.Constructor: void privateMethod()>"	425initialization.Constructor.privateMethod()V:4:2:6:3	61initialization.Constructor.privateMethod():-1:-1:-1:-1	initialization.Constructor:privateMethod()initialization.Constructor.privateMethod()	42initialization.Constructor.privateMethod()V:6	80initialization.Constructor.privateMethod():void:Constructor.java:4:1:6:2	95
70	6	"(12)<initialization.Constructor: void <init>()>""(12)<initialization.Constructor: void <init>()>"	428initialization.Constructor.<init>()V:12:2:14:3	62initialization.Constructor.Constructor():12:2:14:2	(12)initialization.Constructor:<init>()initialization.Constructor.<init>()	40initialization.Constructor.<init>()V:12	78initialization.Constructor.<init>():void:Constructor.java:12:1:14:2	95
