Connection	matching	Soot(1)	OSA(2)	SPOON(4)	JCG(8)	WALA(16)	JDT(64)	IntersectionID
(5073)org.joda.time.format.DateTimeFormatterBuilder.appendDecimal(org.joda.time.DateTimeFieldType,int,int)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5073)org.joda.time.format.DateTimeFormatterBuilder.appendDecimal(org.joda.time.DateTimeFieldType,int,int)->(2597)java.lang.IllegalArgumentException.<init>()	6	X	X	X	X	X	X	95
(5073)org.joda.time.format.DateTimeFormatterBuilder.appendDecimal(org.joda.time.DateTimeFieldType,int,int)->(4975)org.joda.time.format.DateTimeFormatterBuilder$UnpaddedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean)	6	X	X	X	X	X	X	95
(5073)org.joda.time.format.DateTimeFormatterBuilder.appendDecimal(org.joda.time.DateTimeFieldType,int,int)->(5069)org.joda.time.format.DateTimeFormatterBuilder.append0(java.lang.Object)	6	X	X	X	X	X	X	95
(5073)org.joda.time.format.DateTimeFormatterBuilder.appendDecimal(org.joda.time.DateTimeFieldType,int,int)->(5074)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean,int)	6	X	X	X	X	X	X	95
(5074)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean,int)->(4976)org.joda.time.format.DateTimeFormatterBuilder$NumberFormatter.<init>(org.joda.time.DateTimeFieldType,int,boolean)	6	X	X	X	X	X	X	95
(5075)org.joda.time.format.DateTimeFormatterBuilder.appendFixedDecimal(org.joda.time.DateTimeFieldType,int)->(1609)java.lang.StringBuilder.<init>()	3	X			X	X		25
(5075)org.joda.time.format.DateTimeFormatterBuilder.appendFixedDecimal(org.joda.time.DateTimeFieldType,int)->(1610)java.lang.StringBuilder.append(java.lang.String)	3	X			X	X		25
(5075)org.joda.time.format.DateTimeFormatterBuilder.appendFixedDecimal(org.joda.time.DateTimeFieldType,int)->(1611)java.lang.StringBuilder.toString()	3	X			X	X		25
(5075)org.joda.time.format.DateTimeFormatterBuilder.appendFixedDecimal(org.joda.time.DateTimeFieldType,int)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5075)org.joda.time.format.DateTimeFormatterBuilder.appendFixedDecimal(org.joda.time.DateTimeFieldType,int)->(2069)java.lang.StringBuilder.append(int)	3	X			X	X		25
(5075)org.joda.time.format.DateTimeFormatterBuilder.appendFixedDecimal(org.joda.time.DateTimeFieldType,int)->(5069)org.joda.time.format.DateTimeFormatterBuilder.append0(java.lang.Object)	6	X	X	X	X	X	X	95
(5075)org.joda.time.format.DateTimeFormatterBuilder.appendFixedDecimal(org.joda.time.DateTimeFieldType,int)->(5076)org.joda.time.format.DateTimeFormatterBuilder$FixedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean)	6	X	X	X	X	X	X	95
(5076)org.joda.time.format.DateTimeFormatterBuilder$FixedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean)->(5074)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean,int)	6	X	X	X	X	X	X	95
(5077)org.joda.time.format.DateTimeFormatterBuilder.appendSignedDecimal(org.joda.time.DateTimeFieldType,int,int)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5077)org.joda.time.format.DateTimeFormatterBuilder.appendSignedDecimal(org.joda.time.DateTimeFieldType,int,int)->(2597)java.lang.IllegalArgumentException.<init>()	6	X	X	X	X	X	X	95
(5077)org.joda.time.format.DateTimeFormatterBuilder.appendSignedDecimal(org.joda.time.DateTimeFieldType,int,int)->(4975)org.joda.time.format.DateTimeFormatterBuilder$UnpaddedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean)	6	X	X	X	X	X	X	95
(5077)org.joda.time.format.DateTimeFormatterBuilder.appendSignedDecimal(org.joda.time.DateTimeFieldType,int,int)->(5069)org.joda.time.format.DateTimeFormatterBuilder.append0(java.lang.Object)	6	X	X	X	X	X	X	95
(5077)org.joda.time.format.DateTimeFormatterBuilder.appendSignedDecimal(org.joda.time.DateTimeFieldType,int,int)->(5074)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean,int)	6	X	X	X	X	X	X	95
(5078)org.joda.time.format.DateTimeFormatterBuilder.appendFixedSignedDecimal(org.joda.time.DateTimeFieldType,int)->(1609)java.lang.StringBuilder.<init>()	3	X			X	X		25
(5078)org.joda.time.format.DateTimeFormatterBuilder.appendFixedSignedDecimal(org.joda.time.DateTimeFieldType,int)->(1610)java.lang.StringBuilder.append(java.lang.String)	3	X			X	X		25
(5078)org.joda.time.format.DateTimeFormatterBuilder.appendFixedSignedDecimal(org.joda.time.DateTimeFieldType,int)->(1611)java.lang.StringBuilder.toString()	3	X			X	X		25
(5078)org.joda.time.format.DateTimeFormatterBuilder.appendFixedSignedDecimal(org.joda.time.DateTimeFieldType,int)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5078)org.joda.time.format.DateTimeFormatterBuilder.appendFixedSignedDecimal(org.joda.time.DateTimeFieldType,int)->(2069)java.lang.StringBuilder.append(int)	3	X			X	X		25
(5078)org.joda.time.format.DateTimeFormatterBuilder.appendFixedSignedDecimal(org.joda.time.DateTimeFieldType,int)->(5069)org.joda.time.format.DateTimeFormatterBuilder.append0(java.lang.Object)	6	X	X	X	X	X	X	95
(5078)org.joda.time.format.DateTimeFormatterBuilder.appendFixedSignedDecimal(org.joda.time.DateTimeFieldType,int)->(5076)org.joda.time.format.DateTimeFormatterBuilder$FixedNumber.<init>(org.joda.time.DateTimeFieldType,int,boolean)	6	X	X	X	X	X	X	95
(5079)org.joda.time.format.DateTimeFormatterBuilder.appendFraction(org.joda.time.DateTimeFieldType,int,int)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5079)org.joda.time.format.DateTimeFormatterBuilder.appendFraction(org.joda.time.DateTimeFieldType,int,int)->(2597)java.lang.IllegalArgumentException.<init>()	6	X	X	X	X	X	X	95
(5079)org.joda.time.format.DateTimeFormatterBuilder.appendFraction(org.joda.time.DateTimeFieldType,int,int)->(5069)org.joda.time.format.DateTimeFormatterBuilder.append0(java.lang.Object)	6	X	X	X	X	X	X	95
(5079)org.joda.time.format.DateTimeFormatterBuilder.appendFraction(org.joda.time.DateTimeFieldType,int,int)->(5080)org.joda.time.format.DateTimeFormatterBuilder$Fraction.<init>(org.joda.time.DateTimeFieldType,int,int)	6	X	X	X	X	X	X	95
(5080)org.joda.time.format.DateTimeFormatterBuilder$Fraction.<init>(org.joda.time.DateTimeFieldType,int,int)->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5081)org.joda.time.format.DateTimeFormatterBuilder.appendTwoDigitYear(int)->(1307)org.joda.time.format.DateTimeFormatterBuilder.appendTwoDigitYear(int,boolean)	6	X	X	X	X	X	X	95
(5082)org.joda.time.format.DateTimeFormatterBuilder$TwoDigitYear.<init>(org.joda.time.DateTimeFieldType,int,boolean)->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5083)org.joda.time.format.DateTimeFormatterBuilder.appendTwoDigitWeekyear(int)->(1308)org.joda.time.format.DateTimeFormatterBuilder.appendTwoDigitWeekyear(int,boolean)	6	X	X	X	X	X	X	95
(5084)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneName()->(4962)org.joda.time.format.DateTimeFormatterBuilder$TimeZoneName.<init>(int,java.util.Map)	6	X	X	X	X	X	X	95
(5084)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneName()->(5066)org.joda.time.format.DateTimeFormatterBuilder.append0(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser)	6	X	X	X	X	X	X	95
(5085)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneName(java.util.Map)->(4962)org.joda.time.format.DateTimeFormatterBuilder$TimeZoneName.<init>(int,java.util.Map)	6	X	X	X	X	X	X	95
(5085)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneName(java.util.Map)->(5066)org.joda.time.format.DateTimeFormatterBuilder.append0(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser)	6	X	X	X	X	X	X	95
(5086)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneShortName()->(4962)org.joda.time.format.DateTimeFormatterBuilder$TimeZoneName.<init>(int,java.util.Map)	6	X	X	X	X	X	X	95
(5086)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneShortName()->(5066)org.joda.time.format.DateTimeFormatterBuilder.append0(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser)	6	X	X	X	X	X	X	95
(5087)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneShortName(java.util.Map)->(4962)org.joda.time.format.DateTimeFormatterBuilder$TimeZoneName.<init>(int,java.util.Map)	6	X	X	X	X	X	X	95
(5087)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneShortName(java.util.Map)->(5066)org.joda.time.format.DateTimeFormatterBuilder.append0(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser)	6	X	X	X	X	X	X	95
(5088)org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset.<init>(java.lang.String,java.lang.String,boolean,int,int)->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5088)org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset.<init>(java.lang.String,java.lang.String,boolean,int,int)->(2597)java.lang.IllegalArgumentException.<init>()	6	X	X	X	X	X	X	95
(5089)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneOffset(java.lang.String,java.lang.String,boolean,int,int)->(5069)org.joda.time.format.DateTimeFormatterBuilder.append0(java.lang.Object)	6	X	X	X	X	X	X	95
(5089)org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneOffset(java.lang.String,java.lang.String,boolean,int,int)->(5088)org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset.<init>(java.lang.String,java.lang.String,boolean,int,int)	6	X	X	X	X	X	X	95
(5092)org.joda.time.format.DateTimeFormat$StyleFormatter.<init>(int,int,int)->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5095)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.calculatePrintedLength(int)->(1613)java.lang.String.length()	6	X	X	X	X	X	X	95
(5096)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.printTo(java.lang.StringBuffer,int)->(3586)java.lang.StringBuffer.append(java.lang.String)	6	X	X	X	X	X	X	95
(5098)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.parse(java.lang.String,int)->(1613)java.lang.String.length()	6	X	X	X	X	X	X	95
(5098)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.parse(java.lang.String,int)->(4899)java.lang.String.regionMatches(boolean,int,java.lang.String,int,int)	6	X	X	X	X	X	X	95
(5099)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.scan(java.lang.String,int)->(1613)java.lang.String.length()	6	X	X	X	X	X	X	95
(5099)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.scan(java.lang.String,int)->(1614)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(5099)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.scan(java.lang.String,int)->(4899)java.lang.String.regionMatches(boolean,int,java.lang.String,int,int)	6	X	X	X	X	X	X	95
(5100)org.joda.time.format.PeriodFormat.<init>()->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5101)org.joda.time.format.PeriodFormat$DynamicWordBased.<init>(org.joda.time.format.PeriodFormatter)->(1800)java.lang.Object.<init>()	5	X	X	X	X	X		31
(5102)org.joda.time.format.PeriodFormatter.<init>(org.joda.time.format.PeriodPrinter,org.joda.time.format.PeriodParser,java.util.Locale,org.joda.time.PeriodType)->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5104)org.joda.time.format.PeriodFormatterBuilder.<init>()->(1471)org.joda.time.format.PeriodFormatterBuilder.clear()	6	X	X	X	X	X	X	95
(5104)org.joda.time.format.PeriodFormatterBuilder.<init>()->(1800)java.lang.Object.<init>()	5	X	X	X	X	X		31
(5105)org.joda.time.format.PeriodFormatterBuilder.appendYears()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5106)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(java.lang.String,java.lang.String)->(2597)java.lang.IllegalArgumentException.<init>()	6	X	X	X	X	X	X	95
(5106)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(java.lang.String,java.lang.String)->(5189)org.joda.time.format.PeriodFormatterBuilder$PluralAffix.<init>(java.lang.String,java.lang.String)	6	X	X	X	X	X	X	95
(5106)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(java.lang.String,java.lang.String)->(5259)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix)	6	X	X	X	X	X	X	95
(5107)org.joda.time.format.PeriodFormatterBuilder.appendSeparator(java.lang.String,java.lang.String,java.lang.String[])->(1475)org.joda.time.format.PeriodFormatterBuilder.appendSeparator(java.lang.String,java.lang.String,java.lang.String[],boolean,boolean)	6	X	X	X	X	X	X	95
(5108)org.joda.time.format.PeriodFormatterBuilder.appendMonths()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5109)org.joda.time.format.PeriodFormatterBuilder.appendWeeks()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5110)org.joda.time.format.PeriodFormatterBuilder.appendDays()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5111)org.joda.time.format.PeriodFormatterBuilder.appendHours()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5112)org.joda.time.format.PeriodFormatterBuilder.appendMinutes()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5113)org.joda.time.format.PeriodFormatterBuilder.appendSeconds()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5114)org.joda.time.format.PeriodFormatterBuilder.appendMillis()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5116)org.joda.time.format.PeriodFormatter.withLocale(java.util.Locale)->(2750)java.util.Locale.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(5116)org.joda.time.format.PeriodFormatter.withLocale(java.util.Locale)->(5102)org.joda.time.format.PeriodFormatter.<init>(org.joda.time.format.PeriodPrinter,org.joda.time.format.PeriodParser,java.util.Locale,org.joda.time.PeriodType)	6	X	X	X	X	X	X	95
(5116)org.joda.time.format.PeriodFormatter.withLocale(java.util.Locale)->(5201)org.joda.time.format.PeriodFormatter.getLocale()	6	X	X	X	X	X	X	95
(5172)org.joda.time.format.ISOPeriodFormat.<init>()->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5173)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(java.lang.String)->(2597)java.lang.IllegalArgumentException.<init>()	6	X	X	X	X	X	X	95
(5173)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(java.lang.String)->(5094)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5173)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(java.lang.String)->(5259)org.joda.time.format.PeriodFormatterBuilder.appendSuffix(org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix)	6	X	X	X	X	X	X	95
(5174)org.joda.time.format.PeriodFormatterBuilder.appendSeparatorIfFieldsAfter(java.lang.String)->(1475)org.joda.time.format.PeriodFormatterBuilder.appendSeparator(java.lang.String,java.lang.String,java.lang.String[],boolean,boolean)	6	X	X	X	X	X	X	95
(5175)org.joda.time.format.PeriodFormatterBuilder.appendSecondsWithOptionalMillis()->(5254)org.joda.time.format.PeriodFormatterBuilder.appendField(int)	6	X	X	X	X	X	X	95
(5178)org.joda.time.format.PeriodFormatterBuilder.appendSeparator(java.lang.String)->(1475)org.joda.time.format.PeriodFormatterBuilder.appendSeparator(java.lang.String,java.lang.String,java.lang.String[],boolean,boolean)	6	X	X	X	X	X	X	95
(5179)org.joda.time.format.PeriodFormatterBuilder.appendPrefix(java.lang.String)->(2597)java.lang.IllegalArgumentException.<init>()	6	X	X	X	X	X	X	95
(5179)org.joda.time.format.PeriodFormatterBuilder.appendPrefix(java.lang.String)->(5094)org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5179)org.joda.time.format.PeriodFormatterBuilder.appendPrefix(java.lang.String)->(5252)org.joda.time.format.PeriodFormatterBuilder.appendPrefix(org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix)	6	X	X	X	X	X	X	95
(5180)org.joda.time.format.DateTimeFormat.<init>()->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5188)org.joda.time.format.DateTimeParserBucket.saveField(org.joda.time.DateTimeField,int)->(1548)org.joda.time.format.DateTimeParserBucket.obtainSaveField()	6	X	X	X	X	X	X	95
(5188)org.joda.time.format.DateTimeParserBucket.saveField(org.joda.time.DateTimeField,int)->(5395)org.joda.time.format.DateTimeParserBucket$SavedField.init(org.joda.time.DateTimeField,int)	6	X	X	X	X	X	X	95
(5190)org.joda.time.format.PeriodFormatterBuilder$PluralAffix.calculatePrintedLength(int)->(1613)java.lang.String.length()	6	X	X	X	X	X	X	95
(5191)org.joda.time.format.PeriodFormatterBuilder$PluralAffix.printTo(java.lang.StringBuffer,int)->(3586)java.lang.StringBuffer.append(java.lang.String)	6	X	X	X	X	X	X	95
(5193)org.joda.time.format.PeriodFormatterBuilder$PluralAffix.parse(java.lang.String,int)->(1613)java.lang.String.length()	6	X	X	X	X	X	X	95
(5193)org.joda.time.format.PeriodFormatterBuilder$PluralAffix.parse(java.lang.String,int)->(4899)java.lang.String.regionMatches(boolean,int,java.lang.String,int,int)	6	X	X	X	X	X	X	95
(5194)org.joda.time.format.PeriodFormatterBuilder$PluralAffix.scan(java.lang.String,int)->(1613)java.lang.String.length()	6	X	X	X	X	X	X	95
(5194)org.joda.time.format.PeriodFormatterBuilder$PluralAffix.scan(java.lang.String,int)->(4899)java.lang.String.regionMatches(boolean,int,java.lang.String,int,int)	6	X	X	X	X	X	X	95
(5195)org.joda.time.format.PeriodFormatterBuilder$Literal.<init>(java.lang.String)->(1800)java.lang.Object.<init>()	5	X	X	X	X	X		31
(5197)org.joda.time.format.DateTimeParserBucket.saveField(org.joda.time.DateTimeFieldType,int)->(1548)org.joda.time.format.DateTimeParserBucket.obtainSaveField()	6	X	X	X	X	X	X	95
(5197)org.joda.time.format.DateTimeParserBucket.saveField(org.joda.time.DateTimeFieldType,int)->(5395)org.joda.time.format.DateTimeParserBucket$SavedField.init(org.joda.time.DateTimeField,int)	6	X	X	X	X	X	X	95
(5204)org.joda.time.format.DateTimeFormatter.<init>(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser,java.util.Locale,boolean,org.joda.time.Chronology,org.joda.time.DateTimeZone,java.lang.Integer,int)->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5206)org.joda.time.format.DateTimeFormatter.withZone(org.joda.time.DateTimeZone)->(5204)org.joda.time.format.DateTimeFormatter.<init>(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser,java.util.Locale,boolean,org.joda.time.Chronology,org.joda.time.DateTimeZone,java.lang.Integer,int)	6	X	X	X	X	X	X	95
(5207)org.joda.time.format.DateTimeFormatter.withPivotYear(java.lang.Integer)->(5204)org.joda.time.format.DateTimeFormatter.<init>(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser,java.util.Locale,boolean,org.joda.time.Chronology,org.joda.time.DateTimeZone,java.lang.Integer,int)	6	X	X	X	X	X	X	95
(5208)org.joda.time.format.DateTimeFormatter.withDefaultYear(int)->(5204)org.joda.time.format.DateTimeFormatter.<init>(org.joda.time.format.InternalPrinter,org.joda.time.format.InternalParser,java.util.Locale,boolean,org.joda.time.Chronology,org.joda.time.DateTimeZone,java.lang.Integer,int)	6	X	X	X	X	X	X	95
(5209)org.joda.time.format.DateTimeFormatter.printTo(java.lang.StringBuffer,org.joda.time.ReadableInstant)->(1449)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadableInstant)	6	X	X	X	X	X	X	95
(5210)org.joda.time.format.DateTimeFormatter.printTo(java.lang.StringBuilder,org.joda.time.ReadableInstant)->(1449)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadableInstant)	6	X	X	X	X	X	X	95
(5211)org.joda.time.format.DateTimeFormatter.printTo(java.io.Writer,org.joda.time.ReadableInstant)->(1449)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadableInstant)	6	X	X	X	X	X	X	95
(5212)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,long)->(1450)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,long,org.joda.time.Chronology)	6	X	X	X	X	X	X	95
(5213)org.joda.time.format.DateTimeFormatter.printTo(java.lang.StringBuilder,long)->(5212)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,long)	6	X	X	X	X	X	X	95
(5214)org.joda.time.format.DateTimeFormatter.printTo(java.io.Writer,long)->(5212)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,long)	6	X	X	X	X	X	X	95
(5215)org.joda.time.format.DateTimeFormatter.printTo(java.lang.StringBuffer,org.joda.time.ReadablePartial)->(5216)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadablePartial)	6	X	X	X	X	X	X	95
(5216)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadablePartial)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5216)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadablePartial)->(5219)org.joda.time.format.DateTimeFormatter.requirePrinter()	6	X	X	X	X	X	X	95
(5217)org.joda.time.format.DateTimeFormatter.printTo(java.lang.StringBuilder,org.joda.time.ReadablePartial)->(5216)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadablePartial)	6	X	X	X	X	X	X	95
(5218)org.joda.time.format.DateTimeFormatter.printTo(java.io.Writer,org.joda.time.ReadablePartial)->(5216)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,org.joda.time.ReadablePartial)	6	X	X	X	X	X	X	95
(5219)org.joda.time.format.DateTimeFormatter.requirePrinter()->(2233)java.lang.UnsupportedOperationException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5220)org.joda.time.format.DateTimeFormatter.print(long)->(1611)java.lang.StringBuilder.toString()	6	X	X	X	X	X	X	95
(5220)org.joda.time.format.DateTimeFormatter.print(long)->(3250)java.lang.StringBuilder.<init>(int)	6	X	X	X	X	X	X	95
(5220)org.joda.time.format.DateTimeFormatter.print(long)->(5212)org.joda.time.format.DateTimeFormatter.printTo(java.lang.Appendable,long)	6	X	X	X	X	X	X	95
(5220)org.joda.time.format.DateTimeFormatter.print(long)->(5219)org.joda.time.format.DateTimeFormatter.requirePrinter()	6	X	X	X	X	X	X	95
(5221)org.joda.time.format.DateTimeFormatter.requireParser()->(2233)java.lang.UnsupportedOperationException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5222)org.joda.time.format.DateTimeParserBucket.computeMillis(boolean,java.lang.String)->(1549)org.joda.time.format.DateTimeParserBucket.computeMillis(boolean,java.lang.CharSequence)	6	X	X	X	X	X	X	95
(5225)org.joda.time.format.PeriodFormatter.<init>(org.joda.time.format.PeriodPrinter,org.joda.time.format.PeriodParser)->(1800)java.lang.Object.<init>()	6	X	X	X	X	X	X	95
(5226)org.joda.time.format.PeriodFormatter.printTo(java.lang.StringBuffer,org.joda.time.ReadablePeriod)->(5202)org.joda.time.format.PeriodFormatter.getPrinter()	6	X	X	X	X	X	X	95
(5226)org.joda.time.format.PeriodFormatter.printTo(java.lang.StringBuffer,org.joda.time.ReadablePeriod)->(5227)org.joda.time.format.PeriodFormatter.checkPrinter()	6	X	X	X	X	X	X	95
(5226)org.joda.time.format.PeriodFormatter.printTo(java.lang.StringBuffer,org.joda.time.ReadablePeriod)->(5228)org.joda.time.format.PeriodFormatter.checkPeriod(org.joda.time.ReadablePeriod)	6	X	X	X	X	X	X	95
(5227)org.joda.time.format.PeriodFormatter.checkPrinter()->(2233)java.lang.UnsupportedOperationException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5228)org.joda.time.format.PeriodFormatter.checkPeriod(org.joda.time.ReadablePeriod)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5229)org.joda.time.format.PeriodFormatter.printTo(java.io.Writer,org.joda.time.ReadablePeriod)->(5202)org.joda.time.format.PeriodFormatter.getPrinter()	6	X	X	X	X	X	X	95
(5229)org.joda.time.format.PeriodFormatter.printTo(java.io.Writer,org.joda.time.ReadablePeriod)->(5227)org.joda.time.format.PeriodFormatter.checkPrinter()	6	X	X	X	X	X	X	95
(5229)org.joda.time.format.PeriodFormatter.printTo(java.io.Writer,org.joda.time.ReadablePeriod)->(5228)org.joda.time.format.PeriodFormatter.checkPeriod(org.joda.time.ReadablePeriod)	6	X	X	X	X	X	X	95
(5230)org.joda.time.format.PeriodFormatter.checkParser()->(2233)java.lang.UnsupportedOperationException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5238)org.joda.time.format.PeriodFormatterBuilder.toPrinter()->(1469)org.joda.time.format.PeriodFormatterBuilder.toFormatter()	6	X	X	X	X	X	X	95
(5238)org.joda.time.format.PeriodFormatterBuilder.toPrinter()->(5202)org.joda.time.format.PeriodFormatter.getPrinter()	6	X	X	X	X	X	X	95
(5239)org.joda.time.format.PeriodFormatterBuilder.toParser()->(1469)org.joda.time.format.PeriodFormatterBuilder.toFormatter()	6	X	X	X	X	X	X	95
(5239)org.joda.time.format.PeriodFormatterBuilder.toParser()->(5203)org.joda.time.format.PeriodFormatter.getParser()	6	X	X	X	X	X	X	95
(5248)org.joda.time.format.PeriodFormatterBuilder.append(org.joda.time.format.PeriodFormatter)->(1612)java.lang.IllegalArgumentException.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(5248)org.joda.time.format.PeriodFormatterBuilder.append(org.joda.time.format.PeriodFormatter)->(5202)org.joda.time.format.PeriodFormatter.getPrinter()	6	X	X	X	X	X	X	95
(5248)org.joda.time.format.PeriodFormatterBuilder.append(org.joda.time.format.PeriodFormatter)->(5203)org.joda.time.format.PeriodFormatter.getParser()	6	X	X	X	X	X	X	95
(5248)org.joda.time.format.PeriodFormatterBuilder.append(org.joda.time.format.PeriodFormatter)->(5249)org.joda.time.format.PeriodFormatterBuilder.clearPrefix()	6	X	X	X	X	X	X	95
(5248)org.joda.time.format.PeriodFormatterBuilder.append(org.joda.time.format.PeriodFormatter)->(5250)org.joda.time.format.PeriodFormatterBuilder.append0(org.joda.time.format.PeriodPrinter,org.joda.time.format.PeriodParser)	6	X	X	X	X	X	X	95
