Connection	matching	Soot(1)	OSA(2)	SPOON(4)	JCG(8)	WALA(16)	JDT(64)	IntersectionID
(1553)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,long,org.joda.time.Chronology,int,org.joda.time.DateTimeZone,java.util.Locale)->(1706)org.joda.time.chrono.BasicDayOfMonthDateTimeField.get(long)	2	X				X		17
(1553)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,long,org.joda.time.Chronology,int,org.joda.time.DateTimeZone,java.util.Locale)->(1707)org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.get(long)	2	X				X		17
(1553)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,long,org.joda.time.Chronology,int,org.joda.time.DateTimeZone,java.util.Locale)->(1708)org.joda.time.chrono.BasicDayOfYearDateTimeField.get(long)	2	X				X		17
(1553)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,long,org.joda.time.Chronology,int,org.joda.time.DateTimeZone,java.util.Locale)->(1709)org.joda.time.chrono.BasicYearDateTimeField.get(long)	2	X				X		17
(1553)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,long,org.joda.time.Chronology,int,org.joda.time.DateTimeZone,java.util.Locale)->(1710)org.joda.time.field.DividedDateTimeField.get(long)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(1154)org.joda.time.LocalTime.isSupported(org.joda.time.DateTimeFieldType)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(1214)org.joda.time.LocalDate.isSupported(org.joda.time.DateTimeFieldType)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(2042)org.joda.time.LocalDate.get(org.joda.time.DateTimeFieldType)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(2043)org.joda.time.base.AbstractPartial.get(org.joda.time.DateTimeFieldType)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(2044)org.joda.time.LocalTime.get(org.joda.time.DateTimeFieldType)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(2045)org.joda.time.LocalDateTime.get(org.joda.time.DateTimeFieldType)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(3480)org.joda.time.base.AbstractPartial.isSupported(org.joda.time.DateTimeFieldType)	2	X				X		17
(1554)org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(java.lang.Appendable,org.joda.time.ReadablePartial,java.util.Locale)->(3481)org.joda.time.LocalDateTime.isSupported(org.joda.time.DateTimeFieldType)	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(517)org.joda.time.chrono.ISOYearOfEraDateTimeField.getRangeDurationField()	1	X						1
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(553)org.joda.time.chrono.GJEraDateTimeField.getDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(586)org.joda.time.chrono.BasicSingleEraDateTimeField.getDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2348)org.joda.time.field.DecoratedDateTimeField.getDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2365)org.joda.time.field.DecoratedDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2366)org.joda.time.chrono.BasicMonthOfYearDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2370)org.joda.time.chrono.GJDayOfWeekDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2371)org.joda.time.chrono.GJYearOfEraDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2372)org.joda.time.chrono.BasicDayOfMonthDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2377)org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2378)org.joda.time.chrono.BasicDayOfYearDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2380)org.joda.time.field.DividedDateTimeField.getRangeDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2388)org.joda.time.field.DelegatedDateTimeField.getDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2389)org.joda.time.field.UnsupportedDateTimeField.getDurationField()	2	X				X		17
(1555)org.joda.time.format.DateTimeParserBucket$SavedField.compareTo(org.joda.time.format.DateTimeParserBucket$SavedField)->(2559)org.joda.time.field.DelegatedDateTimeField.getRangeDurationField()	2	X				X		17
(1556)org.joda.time.format.PeriodFormatterBuilder$CompositeAffix.<init>(org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix,org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix)->(4902)org.joda.time.format.PeriodFormatterBuilder$RegExAffix.getAffixes()	2	X				X		17
(1556)org.joda.time.format.PeriodFormatterBuilder$CompositeAffix.<init>(org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix,org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix)->(4973)org.joda.time.format.PeriodFormatterBuilder$CompositeAffix.getAffixes()	2	X				X		17
(1562)org.joda.time.DateTimeUtils.buildDefaultTimeZoneNames()->(2214)java.util.HashMap.put(java.lang.Object,java.lang.Object)	2	X				X		17
(1564)org.joda.time.DateTimeUtils.put(java.util.Map,java.lang.String,java.lang.String)->(2214)java.util.HashMap.put(java.lang.Object,java.lang.Object)	2	X				X		17
(1564)org.joda.time.DateTimeUtils.put(java.util.Map,java.lang.String,java.lang.String)->(3197)java.util.concurrent.ConcurrentHashMap.put(java.lang.Object,java.lang.Object)	1	X						1
(1564)org.joda.time.DateTimeUtils.put(java.util.Map,java.lang.String,java.lang.String)->(3199)java.util.TreeMap.put(java.lang.Object,java.lang.Object)	1	X						1
(1572)org.joda.time.TimeOfDay.<init>(org.joda.time.DateTimeZone)->(12)org.joda.time.chrono.ISOChronology.<clinit>()	1	X						1
(1576)org.joda.time.TimeOfDay.getFieldTypes()->(1905)java.lang.Object.clone()	4	X		X		X	X	85
(1576)org.joda.time.TimeOfDay.getFieldTypes()->(1961)org.joda.time.MutableInterval.clone()	1	X						1
(1576)org.joda.time.TimeOfDay.getFieldTypes()->(1965)org.joda.time.MutablePeriod.clone()	1	X						1
(1576)org.joda.time.TimeOfDay.getFieldTypes()->(1970)org.joda.time.MutableDateTime.clone()	1	X						1
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(612)org.joda.time.chrono.LimitChronology.withUTC()	1	X						1
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(631)org.joda.time.chrono.BaseChronology.validate(org.joda.time.ReadablePartial,int[])	1	X						1
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(723)org.joda.time.chrono.GJChronology.withUTC()	1	X						1
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(733)org.joda.time.chrono.LenientChronology.withUTC()	1	X						1
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(743)org.joda.time.chrono.StrictChronology.withUTC()	1	X						1
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(2028)org.joda.time.base.BasePartial.getChronology()	5	X	X	X		X	X	87
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(2464)org.joda.time.chrono.ZonedChronology.withUTC()	1	X						1
(1577)org.joda.time.TimeOfDay.withChronologyRetainFields(org.joda.time.Chronology)->(5420)org.joda.time.TimeOfDay.<init>(org.joda.time.TimeOfDay,org.joda.time.Chronology)	5	X	X	X		X	X	87
(1578)org.joda.time.TimeOfDay.withField(org.joda.time.DateTimeFieldType,int)->(256)org.joda.time.field.BaseDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1578)org.joda.time.TimeOfDay.withField(org.joda.time.DateTimeFieldType,int)->(1862)org.joda.time.base.AbstractPartial.getField(int)	5	X	X	X		X	X	87
(1578)org.joda.time.TimeOfDay.withField(org.joda.time.DateTimeFieldType,int)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1578)org.joda.time.TimeOfDay.withField(org.joda.time.DateTimeFieldType,int)->(1878)org.joda.time.field.DelegatedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1578)org.joda.time.TimeOfDay.withField(org.joda.time.DateTimeFieldType,int)->(1879)org.joda.time.field.UnsupportedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1578)org.joda.time.TimeOfDay.withField(org.joda.time.DateTimeFieldType,int)->(3235)org.joda.time.base.AbstractPartial.indexOfSupported(org.joda.time.DateTimeFieldType)	5	X	X	X		X	X	87
(1579)org.joda.time.TimeOfDay.withFieldAdded(org.joda.time.DurationFieldType,int)->(1862)org.joda.time.base.AbstractPartial.getField(int)	5	X	X	X		X	X	87
(1579)org.joda.time.TimeOfDay.withFieldAdded(org.joda.time.DurationFieldType,int)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1579)org.joda.time.TimeOfDay.withFieldAdded(org.joda.time.DurationFieldType,int)->(1866)org.joda.time.field.BaseDateTimeField.addWrapPartial(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1579)org.joda.time.TimeOfDay.withFieldAdded(org.joda.time.DurationFieldType,int)->(1867)org.joda.time.field.DelegatedDateTimeField.addWrapPartial(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1579)org.joda.time.TimeOfDay.withFieldAdded(org.joda.time.DurationFieldType,int)->(1868)org.joda.time.field.UnsupportedDateTimeField.addWrapPartial(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1579)org.joda.time.TimeOfDay.withFieldAdded(org.joda.time.DurationFieldType,int)->(3237)org.joda.time.base.AbstractPartial.indexOfSupported(org.joda.time.DurationFieldType)	5	X	X	X		X	X	87
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(1862)org.joda.time.base.AbstractPartial.getField(int)	5	X	X	X		X	X	87
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(1866)org.joda.time.field.BaseDateTimeField.addWrapPartial(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(1867)org.joda.time.field.DelegatedDateTimeField.addWrapPartial(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(1868)org.joda.time.field.UnsupportedDateTimeField.addWrapPartial(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(3219)org.joda.time.base.BasePeriod.getValue(int)	1	X						1
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(3239)org.joda.time.base.AbstractPartial.indexOf(org.joda.time.DurationFieldType)	5	X	X	X		X	X	87
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(3241)org.joda.time.base.AbstractPeriod.size()	1	X						1
(1580)org.joda.time.TimeOfDay.withPeriodAdded(org.joda.time.ReadablePeriod,int)->(3242)org.joda.time.base.AbstractPeriod.getFieldType(int)	1	X						1
(1589)org.joda.time.TimeOfDay.toLocalTime()->(772)org.joda.time.LocalTime.<clinit>()	1	X						1
(1589)org.joda.time.TimeOfDay.toLocalTime()->(2028)org.joda.time.base.BasePartial.getChronology()	5	X	X	X		X	X	87
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(544)org.joda.time.chrono.ISOChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(564)org.joda.time.chrono.EthiopicChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(574)org.joda.time.chrono.JulianChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(594)org.joda.time.chrono.CopticChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(596)org.joda.time.chrono.ZonedChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(601)org.joda.time.chrono.GregorianChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(613)org.joda.time.chrono.LimitChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(623)org.joda.time.chrono.BuddhistChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(714)org.joda.time.chrono.IslamicChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(724)org.joda.time.chrono.GJChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(735)org.joda.time.chrono.LenientChronology.withZone(org.joda.time.DateTimeZone)	2	X				X		17
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(745)org.joda.time.chrono.StrictChronology.withZone(org.joda.time.DateTimeZone)	1	X						1
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(2028)org.joda.time.base.BasePartial.getChronology()	5	X	X	X		X	X	87
(1590)org.joda.time.TimeOfDay.toDateTimeToday(org.joda.time.DateTimeZone)->(3470)org.joda.time.chrono.BaseChronology.set(org.joda.time.ReadablePartial,long)	2	X				X		17
(1591)org.joda.time.TimeOfDay.withHourOfDay(int)->(256)org.joda.time.field.BaseDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1591)org.joda.time.TimeOfDay.withHourOfDay(int)->(649)org.joda.time.chrono.BaseChronology.hourOfDay()	2	X				X		17
(1591)org.joda.time.TimeOfDay.withHourOfDay(int)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1591)org.joda.time.TimeOfDay.withHourOfDay(int)->(1878)org.joda.time.field.DelegatedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1591)org.joda.time.TimeOfDay.withHourOfDay(int)->(1879)org.joda.time.field.UnsupportedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1591)org.joda.time.TimeOfDay.withHourOfDay(int)->(2028)org.joda.time.base.BasePartial.getChronology()	5	X	X	X		X	X	87
(1592)org.joda.time.TimeOfDay.withMinuteOfHour(int)->(256)org.joda.time.field.BaseDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1592)org.joda.time.TimeOfDay.withMinuteOfHour(int)->(644)org.joda.time.chrono.BaseChronology.minuteOfHour()	2	X				X		17
(1592)org.joda.time.TimeOfDay.withMinuteOfHour(int)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1592)org.joda.time.TimeOfDay.withMinuteOfHour(int)->(1878)org.joda.time.field.DelegatedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1592)org.joda.time.TimeOfDay.withMinuteOfHour(int)->(1879)org.joda.time.field.UnsupportedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1592)org.joda.time.TimeOfDay.withMinuteOfHour(int)->(2028)org.joda.time.base.BasePartial.getChronology()	5	X	X	X		X	X	87
(1593)org.joda.time.TimeOfDay.withSecondOfMinute(int)->(256)org.joda.time.field.BaseDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1593)org.joda.time.TimeOfDay.withSecondOfMinute(int)->(639)org.joda.time.chrono.BaseChronology.secondOfMinute()	2	X				X		17
(1593)org.joda.time.TimeOfDay.withSecondOfMinute(int)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1593)org.joda.time.TimeOfDay.withSecondOfMinute(int)->(1878)org.joda.time.field.DelegatedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1593)org.joda.time.TimeOfDay.withSecondOfMinute(int)->(1879)org.joda.time.field.UnsupportedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1593)org.joda.time.TimeOfDay.withSecondOfMinute(int)->(2028)org.joda.time.base.BasePartial.getChronology()	5	X	X	X		X	X	87
(1594)org.joda.time.TimeOfDay.withMillisOfSecond(int)->(256)org.joda.time.field.BaseDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1594)org.joda.time.TimeOfDay.withMillisOfSecond(int)->(634)org.joda.time.chrono.BaseChronology.millisOfSecond()	2	X				X		17
(1594)org.joda.time.TimeOfDay.withMillisOfSecond(int)->(1865)org.joda.time.base.BasePartial.getValues()	5	X	X	X		X	X	87
(1594)org.joda.time.TimeOfDay.withMillisOfSecond(int)->(1878)org.joda.time.field.DelegatedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1594)org.joda.time.TimeOfDay.withMillisOfSecond(int)->(1879)org.joda.time.field.UnsupportedDateTimeField.set(org.joda.time.ReadablePartial,int,int[],int)	2	X				X		17
(1594)org.joda.time.TimeOfDay.withMillisOfSecond(int)->(2028)org.joda.time.base.BasePartial.getChronology()	5	X	X	X		X	X	87
(1617)org.joda.time.format.PeriodFormatter.parsePeriod(java.lang.String)->(833)org.joda.time.base.AbstractPeriod.toPeriod()	5	X	X	X		X	X	87
(1632)org.joda.time.Interval.withPeriodAfterStart(org.joda.time.ReadablePeriod)->(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(29)org.joda.time.DurationFieldType$StandardDurationFieldType.getField(org.joda.time.Chronology)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(236)org.joda.time.field.MillisDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(246)org.joda.time.field.PreciseDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(250)org.joda.time.field.ScaledDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(2228)org.joda.time.field.UnsupportedDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(2306)org.joda.time.field.ImpreciseDateTimeField$LinkedDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(2307)org.joda.time.chrono.ZonedChronology$ZonedDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(2308)org.joda.time.chrono.LimitChronology$LimitDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(2309)org.joda.time.field.DelegatedDurationField.add(long,long)	1	X						1
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(2310)org.joda.time.field.DecoratedDurationField.add(long,long)	1	X						1
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(2311)org.joda.time.chrono.GJChronology$LinkedDurationField.add(long,long)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(3219)org.joda.time.base.BasePeriod.getValue(int)	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(3241)org.joda.time.base.AbstractPeriod.size()	2	X				X		17
(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)->(3242)org.joda.time.base.AbstractPeriod.getFieldType(int)	2	X				X		17
(1634)org.joda.time.Interval.withPeriodBeforeEnd(org.joda.time.ReadablePeriod)->(1633)org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int)	2	X				X		17
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(274)org.joda.time.field.OffsetDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(603)org.joda.time.chrono.BasicMonthOfYearDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(626)org.joda.time.chrono.BasicYearDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(738)org.joda.time.chrono.GJChronology$ImpreciseCutoverField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1665)org.joda.time.chrono.GJChronology$CutoverField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1666)org.joda.time.chrono.GJYearOfEraDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1667)org.joda.time.field.BaseDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1668)org.joda.time.chrono.BasicWeekyearDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1669)org.joda.time.field.DelegatedDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1670)org.joda.time.field.UnsupportedDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1671)org.joda.time.chrono.ISOYearOfEraDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1672)org.joda.time.chrono.LimitChronology$LimitDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1673)org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.add(long,int)	1	X						1
(1663)org.joda.time.LocalTime$Property.addCopy(int)->(1674)org.joda.time.field.DividedDateTimeField.add(long,int)	1	X						1
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(274)org.joda.time.field.OffsetDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(603)org.joda.time.chrono.BasicMonthOfYearDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(626)org.joda.time.chrono.BasicYearDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(738)org.joda.time.chrono.GJChronology$ImpreciseCutoverField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1665)org.joda.time.chrono.GJChronology$CutoverField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1666)org.joda.time.chrono.GJYearOfEraDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1667)org.joda.time.field.BaseDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1668)org.joda.time.chrono.BasicWeekyearDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1669)org.joda.time.field.DelegatedDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1670)org.joda.time.field.UnsupportedDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1671)org.joda.time.chrono.ISOYearOfEraDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1672)org.joda.time.chrono.LimitChronology$LimitDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1673)org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.add(long,int)	2	X				X		17
(1664)org.joda.time.field.ZeroIsMaxDateTimeField.add(long,int)->(1674)org.joda.time.field.DividedDateTimeField.add(long,int)	2	X				X		17
