Connection	matching	Soot(1)	OSA(2)	SPOON(4)	JCG(8)	WALA(16)	JDT(64)	IntersectionID
(644)org.argouml.ui.targetmanager.TargetManager.fireTargetRemoved(org.argouml.ui.targetmanager.TargetEvent)->(5570)java.lang.StringBuilder.<init>()	3	X			X	X		25
(644)org.argouml.ui.targetmanager.TargetManager.fireTargetRemoved(org.argouml.ui.targetmanager.TargetEvent)->(5571)java.lang.StringBuilder.append(java.lang.String)	3	X			X	X		25
(644)org.argouml.ui.targetmanager.TargetManager.fireTargetRemoved(org.argouml.ui.targetmanager.TargetEvent)->(5572)java.lang.StringBuilder.toString()	3	X			X	X		25
(645)org.argouml.ui.targetmanager.TargetManager.determineFigTarget(java.lang.Object)->(58)org.argouml.kernel.ProjectManager.getManager()	6	X	X	X	X	X	X	95
(645)org.argouml.ui.targetmanager.TargetManager.determineFigTarget(java.lang.Object)->(399)org.argouml.kernel.ProjectManager.getCurrentProject()	6	X	X	X	X	X	X	95
(647)org.argouml.ui.targetmanager.TargetManager.navigateForward()->(5461)java.util.logging.Logger.log(java.util.logging.Level,java.lang.String)	6	X	X	X	X	X	X	95
(649)org.argouml.ui.targetmanager.TargetManager.navigateBackward()->(5461)java.util.logging.Logger.log(java.util.logging.Level,java.lang.String)	6	X	X	X	X	X	X	95
(657)org.argouml.ui.targetmanager.TargetManager$Remover.removeListener(java.lang.Object)->(5564)java.util.logging.Logger.log(java.util.logging.Level,java.lang.String,java.lang.Object)	6	X	X	X	X	X	X	95
(672)org.argouml.configuration.Configuration.setInteger(org.argouml.configuration.ConfigurationKey,int)->(5446)org.argouml.configuration.ConfigurationHandler.setInteger(org.argouml.configuration.ConfigurationKey,int)	6	X	X	X	X	X	X	95
(677)org.argouml.ui.GUI.<init>()->(5569)java.util.ArrayList.<init>()	4	X		X	X	X		29
(677)org.argouml.ui.GUI.<init>()->(5580)java.lang.Object.<init>()	5	X	X	X	X	X		31
(677)org.argouml.ui.GUI.<init>()->(5914)org.argouml.ui.GUI.addSettingsTab(org.argouml.application.api.GUISettingsTabInterface)	6	X	X	X	X	X	X	95
(677)org.argouml.ui.GUI.<init>()->(5915)org.argouml.ui.GUI.addProjectSettingsTab(org.argouml.application.api.GUISettingsTabInterface)	6	X	X	X	X	X	X	95
(680)org.argouml.ui.GUI.getSettingsTabs()->(228)java.util.Collections.unmodifiableList(java.util.List)	6	X	X	X	X	X	X	95
(681)org.argouml.ui.GUI.getProjectSettingsTabs()->(228)java.util.Collections.unmodifiableList(java.util.List)	6	X	X	X	X	X	X	95
(692)org.argouml.ui.PredicateMType.create(java.lang.Object)->(8891)org.argouml.ui.PredicateMType.<init>(java.lang.Class[])	6	X	X	X	X	X	X	95
(693)org.argouml.ui.PredicateMType.create(java.lang.Object,java.lang.Object)->(8891)org.argouml.ui.PredicateMType.<init>(java.lang.Class[])	6	X	X	X	X	X	X	95
(694)org.argouml.ui.PredicateMType.create(java.lang.Object,java.lang.Object,java.lang.Object)->(8891)org.argouml.ui.PredicateMType.<init>(java.lang.Class[])	6	X	X	X	X	X	X	95
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(40)java.util.logging.Logger.getLogger(java.lang.String)	4	X		X	X	X		29
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(1336)org.argouml.ui.cmd.ShortcutMgr.putDefaultShortcut(java.lang.String,javax.swing.KeyStroke,javax.swing.AbstractAction)	6	X	X	X	X	X	X	95
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(1343)org.argouml.ui.ProjectActions.getInstance()	6	X	X	X	X	X	X	95
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(5570)java.lang.StringBuilder.<init>()	3	X			X	X		25
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(5571)java.lang.StringBuilder.append(java.lang.String)	3	X			X	X		25
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(5572)java.lang.StringBuilder.toString()	3	X			X	X		25
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(5578)java.lang.Class.getName()	4	X		X	X	X		29
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(6048)java.util.HashMap.put(java.lang.Object,java.lang.Object)	6	X	X	X	X	X	X	95
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(10121)java.util.HashMap.<init>(int)	4	X		X	X	X		29
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(10198)org.argouml.ui.ProjectActions.getRedoAction()	6	X	X	X	X	X	X	95
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(10199)org.argouml.ui.ProjectActions.getUndoAction()	6	X	X	X	X	X	X	95
(699)org.argouml.ui.cmd.ShortcutMgr.<clinit>()->(10200)org.argouml.ui.ProjectActions.getRemoveFromDiagramAction()	6	X	X	X	X	X	X	95
(703)org.argouml.ui.ProjectBrowser$1.propertyChange(java.beans.PropertyChangeEvent)->(58)org.argouml.kernel.ProjectManager.getManager()	6	X	X	X	X	X	X	95
(703)org.argouml.ui.ProjectBrowser$1.propertyChange(java.beans.PropertyChangeEvent)->(399)org.argouml.kernel.ProjectManager.getCurrentProject()	6	X	X	X	X	X	X	95
(703)org.argouml.ui.ProjectBrowser$1.propertyChange(java.beans.PropertyChangeEvent)->(5985)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(703)org.argouml.ui.ProjectBrowser$1.propertyChange(java.beans.PropertyChangeEvent)->(7849)java.beans.PropertyChangeEvent.getPropertyName()	6	X	X	X	X	X	X	95
(703)org.argouml.ui.ProjectBrowser$1.propertyChange(java.beans.PropertyChangeEvent)->(8909)java.beans.PropertyChangeEvent.getNewValue()	6	X	X	X	X	X	X	95
(719)org.argouml.ui.explorer.PerspectiveManager.getInstance()->(1065)org.argouml.ui.explorer.PerspectiveManager.<init>()	6	X	X	X	X	X	X	95
(730)org.argouml.ui.ProjectBrowser$5.run()->(5)org.argouml.util.ArgoFrame.getFrame()	6	X	X	X	X	X	X	95
(730)org.argouml.ui.ProjectBrowser$5.run()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(745)org.argouml.ui.ChildGenSearch.childIterator(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(751)org.argouml.configuration.Configuration.setBoolean(org.argouml.configuration.ConfigurationKey,boolean)->(5448)org.argouml.configuration.ConfigurationHandler.setBoolean(org.argouml.configuration.ConfigurationKey,boolean)	6	X	X	X	X	X	X	95
(754)org.argouml.ui.MenuBarFactory.createApplicationMenuBar()->(6100)java.lang.String.charAt(int)	4	X	X		X		X	75
(763)org.argouml.ui.ProgressMonitorWindow.progress(org.argouml.taskmgmt.ProgressEvent)->(764)org.argouml.ui.ProgressMonitorWindow.updateProgress(int)	6	X	X	X	X	X	X	95
(763)org.argouml.ui.ProgressMonitorWindow.progress(org.argouml.taskmgmt.ProgressEvent)->(9218)org.argouml.taskmgmt.ProgressEvent.getPosition()	6	X	X	X	X	X	X	95
(764)org.argouml.ui.ProgressMonitorWindow.updateProgress(int)->(765)org.argouml.i18n.Translator.localize(java.lang.String,java.lang.Object[])	6	X	X	X	X	X	X	95
(765)org.argouml.i18n.Translator.localize(java.lang.String,java.lang.Object[])->(53)org.argouml.i18n.Translator.messageFormat(java.lang.String,java.lang.Object[])	6	X	X	X	X	X	X	95
(768)org.argouml.ui.ProgressMonitorWindow.notifyMessage(java.lang.String,java.lang.String,java.lang.String)->(5570)java.lang.StringBuilder.<init>()	3	X			X	X		25
(768)org.argouml.ui.ProgressMonitorWindow.notifyMessage(java.lang.String,java.lang.String,java.lang.String)->(5571)java.lang.StringBuilder.append(java.lang.String)	3	X			X	X		25
(768)org.argouml.ui.ProgressMonitorWindow.notifyMessage(java.lang.String,java.lang.String,java.lang.String)->(5572)java.lang.StringBuilder.toString()	3	X			X	X		25
(782)org.argouml.ui.GResolution.<init>(int,java.lang.String)->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(782)org.argouml.ui.GResolution.<init>(int,java.lang.String)->(5580)java.lang.Object.<init>()	5	X	X	X	X	X		31
(788)org.argouml.ui.PerspectiveSupport.<init>(java.lang.String)->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(788)org.argouml.ui.PerspectiveSupport.<init>(java.lang.String)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(788)org.argouml.ui.PerspectiveSupport.<init>(java.lang.String)->(5580)java.lang.Object.<init>()	5	X	X	X	X	X		31
(794)org.argouml.ui.explorer.rules.GoStatemachineToDiagram.getChildren(java.lang.Object)->(58)org.argouml.kernel.ProjectManager.getManager()	6	X	X	X	X	X	X	95
(794)org.argouml.ui.explorer.rules.GoStatemachineToDiagram.getChildren(java.lang.Object)->(399)org.argouml.kernel.ProjectManager.getCurrentProject()	6	X	X	X	X	X	X	95
(794)org.argouml.ui.explorer.rules.GoStatemachineToDiagram.getChildren(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(795)org.argouml.ui.explorer.rules.GoStatemachineToDiagram.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(797)org.argouml.ui.explorer.rules.GoClassifierToBehavioralFeature.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(799)org.argouml.ui.explorer.rules.GoClassifierToBehavioralFeature.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(800)org.argouml.ui.explorer.rules.GoEnumerationToLiterals.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(801)org.argouml.ui.explorer.rules.GoEnumerationToLiterals.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(802)org.argouml.ui.explorer.rules.GoEnumerationToLiterals.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(803)org.argouml.ui.explorer.rules.GoSignalToReception.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(805)org.argouml.ui.explorer.rules.GoSignalToReception.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(806)org.argouml.ui.explorer.rules.GoSubmachineStateToStateMachine.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(807)org.argouml.ui.explorer.rules.GoSubmachineStateToStateMachine.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(808)org.argouml.ui.explorer.rules.GoSubmachineStateToStateMachine.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(809)org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateMachine.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(811)org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateMachine.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(813)org.argouml.ui.explorer.rules.GoModelElementToComment.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(814)org.argouml.ui.explorer.rules.GoModelElementToComment.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(815)org.argouml.ui.explorer.rules.GoElementToMachine.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(817)org.argouml.ui.explorer.rules.GoElementToMachine.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(818)org.argouml.ui.explorer.rules.GoClassToAssociatedClass.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(820)org.argouml.ui.explorer.rules.GoClassToAssociatedClass.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(821)org.argouml.ui.explorer.rules.GoSummaryToInheritance.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(822)org.argouml.ui.explorer.rules.GoSummaryToInheritance.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(822)org.argouml.ui.explorer.rules.GoSummaryToInheritance.getChildren(java.lang.Object)->(9276)org.argouml.ui.explorer.rules.InheritanceNode.getParent()	5	X	X	X	X		X	79
(823)org.argouml.ui.explorer.rules.GoSummaryToInheritance.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(823)org.argouml.ui.explorer.rules.GoSummaryToInheritance.getDependencies(java.lang.Object)->(9276)org.argouml.ui.explorer.rules.InheritanceNode.getParent()	5	X	X	X	X		X	79
(824)org.argouml.ui.explorer.rules.GoClassifierToInstance.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(826)org.argouml.ui.explorer.rules.GoClassifierToInstance.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(827)org.argouml.ui.explorer.rules.GoStateToOutgoingTrans.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(829)org.argouml.ui.explorer.rules.GoStateToOutgoingTrans.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(830)org.argouml.ui.explorer.rules.GoModelToCollaboration.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(831)org.argouml.ui.explorer.rules.GoModelToCollaboration.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(833)org.argouml.ui.explorer.rules.GoTransitionToSource.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(834)org.argouml.ui.explorer.rules.GoTransitionToSource.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(835)org.argouml.ui.explorer.rules.GoTransitionToSource.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(836)org.argouml.ui.explorer.rules.GoSummaryToAttribute.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(837)org.argouml.ui.explorer.rules.GoSummaryToAttribute.getChildren(java.lang.Object)->(9283)org.argouml.ui.explorer.rules.AttributesNode.getParent()	5	X	X	X	X		X	79
(838)org.argouml.ui.explorer.rules.GoSummaryToAttribute.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(838)org.argouml.ui.explorer.rules.GoSummaryToAttribute.getDependencies(java.lang.Object)->(9283)org.argouml.ui.explorer.rules.AttributesNode.getParent()	5	X	X	X	X		X	79
(839)org.argouml.ui.explorer.rules.GoStereotypeToTagDefinition.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(840)org.argouml.ui.explorer.rules.GoStereotypeToTagDefinition.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(841)org.argouml.ui.explorer.rules.GoSummaryToAssociation.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(842)org.argouml.ui.explorer.rules.GoSummaryToAssociation.getChildren(java.lang.Object)->(9286)org.argouml.ui.explorer.rules.AssociationsNode.getParent()	5	X	X	X	X		X	79
(843)org.argouml.ui.explorer.rules.GoSummaryToAssociation.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(843)org.argouml.ui.explorer.rules.GoSummaryToAssociation.getDependencies(java.lang.Object)->(9286)org.argouml.ui.explorer.rules.AssociationsNode.getParent()	5	X	X	X	X		X	79
(844)org.argouml.ui.explorer.rules.GoClassToNavigableClass.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(845)org.argouml.ui.explorer.rules.GoClassToNavigableClass.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(846)org.argouml.ui.explorer.rules.GoClassToNavigableClass.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(847)org.argouml.ui.explorer.rules.GoStateToIncomingTrans.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(849)org.argouml.ui.explorer.rules.GoStateToIncomingTrans.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(850)org.argouml.ui.explorer.rules.GoCollaborationToDiagram.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(851)org.argouml.ui.explorer.rules.GoCollaborationToDiagram.getChildren(java.lang.Object)->(58)org.argouml.kernel.ProjectManager.getManager()	6	X	X	X	X	X	X	95
(851)org.argouml.ui.explorer.rules.GoCollaborationToDiagram.getChildren(java.lang.Object)->(399)org.argouml.kernel.ProjectManager.getCurrentProject()	6	X	X	X	X	X	X	95
(851)org.argouml.ui.explorer.rules.GoCollaborationToDiagram.getChildren(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(853)org.argouml.ui.explorer.rules.GoDiagramToEdge.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(856)org.argouml.ui.explorer.rules.GoPackageToElementImport.getChildren(java.lang.Object)->(6100)java.lang.String.charAt(int)	4	X	X		X		X	75
(857)org.argouml.ui.explorer.rules.GoPackageToElementImport.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(859)org.argouml.ui.explorer.rules.GoModelElementToTemplateParameter.getChildren(java.lang.Object)->(556)java.util.Collections.emptyList()	6	X	X	X	X	X	X	95
(860)org.argouml.ui.explorer.rules.GoModelElementToTemplateParameter.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(861)org.argouml.ui.explorer.rules.GoModelElementToTemplateParameter.getDependencies(java.lang.Object)->(862)java.util.Collections.emptySet()	6	X	X	X	X	X	X	95
(863)org.argouml.ui.explorer.rules.GoSummaryToOutgoingDependency.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(864)org.argouml.ui.explorer.rules.GoSummaryToOutgoingDependency.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(864)org.argouml.ui.explorer.rules.GoSummaryToOutgoingDependency.getChildren(java.lang.Object)->(9299)org.argouml.ui.explorer.rules.OutgoingDependencyNode.getParent()	5	X	X	X	X		X	79
(865)org.argouml.ui.explorer.rules.GoSummaryToOutgoingDependency.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(865)org.argouml.ui.explorer.rules.GoSummaryToOutgoingDependency.getDependencies(java.lang.Object)->(9299)org.argouml.ui.explorer.rules.OutgoingDependencyNode.getParent()	5	X	X	X	X		X	79
(866)org.argouml.ui.explorer.rules.GoInteractionToMessages.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(868)org.argouml.ui.explorer.rules.GoInteractionToMessages.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(869)org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateDiagram.getChildren(java.lang.Object)->(58)org.argouml.kernel.ProjectManager.getManager()	6	X	X	X	X	X	X	95
(869)org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateDiagram.getChildren(java.lang.Object)->(399)org.argouml.kernel.ProjectManager.getCurrentProject()	6	X	X	X	X	X	X	95
(869)org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateDiagram.getChildren(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(871)org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateDiagram.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(872)org.argouml.ui.explorer.rules.GoClassifierToStructuralFeature.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(874)org.argouml.ui.explorer.rules.GoClassifierToStructuralFeature.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(875)org.argouml.ui.explorer.rules.GoProjectToDiagram.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(878)org.argouml.ui.explorer.rules.GoModelToBaseElements.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(879)org.argouml.ui.explorer.rules.GoModelToBaseElements.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(880)org.argouml.ui.explorer.rules.GoModelToBaseElements.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(881)org.argouml.ui.explorer.rules.GoPackageToClass.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(884)org.argouml.ui.explorer.rules.GoTransitionToGuard.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(885)org.argouml.ui.explorer.rules.GoTransitionToGuard.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(886)org.argouml.ui.explorer.rules.GoTransitionToGuard.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(887)org.argouml.ui.explorer.rules.GoProjectToStateMachine.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(888)org.argouml.ui.explorer.rules.GoProjectToStateMachine.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(890)org.argouml.ui.explorer.rules.GoModelElementToContainedLostElements.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(891)org.argouml.ui.explorer.rules.GoModelElementToContainedLostElements.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(892)org.argouml.ui.explorer.rules.GoModelElementToContainedLostElements.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(893)org.argouml.ui.explorer.rules.GoModelElementToBehavior.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(895)org.argouml.ui.explorer.rules.GoModelElementToBehavior.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(896)org.argouml.ui.explorer.rules.GoCollaborationToInteraction.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(898)org.argouml.ui.explorer.rules.GoCollaborationToInteraction.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(899)org.argouml.ui.explorer.rules.GoTransitionToTarget.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(900)org.argouml.ui.explorer.rules.GoTransitionToTarget.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(901)org.argouml.ui.explorer.rules.GoTransitionToTarget.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(902)org.argouml.ui.explorer.rules.GoStateToEntry.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(903)org.argouml.ui.explorer.rules.GoStateToEntry.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(904)org.argouml.ui.explorer.rules.GoStateToEntry.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(905)org.argouml.ui.explorer.rules.GoDiagramToNode.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(908)org.argouml.ui.explorer.rules.GoNamespaceToOwnedElements.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(909)org.argouml.ui.explorer.rules.GoNamespaceToOwnedElements.getChildren(java.lang.Object)->(5567)java.lang.String.startsWith(java.lang.String)	4	X	X		X		X	75
(909)org.argouml.ui.explorer.rules.GoNamespaceToOwnedElements.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(909)org.argouml.ui.explorer.rules.GoNamespaceToOwnedElements.getChildren(java.lang.Object)->(6100)java.lang.String.charAt(int)	4	X	X		X		X	75
(910)org.argouml.ui.explorer.rules.GoNamespaceToOwnedElements.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(911)org.argouml.ui.explorer.rules.GoProjectToModel.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(912)org.argouml.ui.explorer.rules.GoProjectToModel.getChildren(java.lang.Object)->(556)java.util.Collections.emptyList()	6	X	X	X	X	X	X	95
(913)org.argouml.ui.explorer.rules.GoProjectToModel.getDependencies(java.lang.Object)->(862)java.util.Collections.emptySet()	6	X	X	X	X	X	X	95
(914)org.argouml.ui.explorer.rules.GoSummaryToIncomingDependency.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(915)org.argouml.ui.explorer.rules.GoSummaryToIncomingDependency.getChildren(java.lang.Object)->(5569)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(915)org.argouml.ui.explorer.rules.GoSummaryToIncomingDependency.getChildren(java.lang.Object)->(9317)org.argouml.ui.explorer.rules.IncomingDependencyNode.getParent()	5	X	X	X	X		X	79
(916)org.argouml.ui.explorer.rules.GoSummaryToIncomingDependency.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(916)org.argouml.ui.explorer.rules.GoSummaryToIncomingDependency.getDependencies(java.lang.Object)->(9317)org.argouml.ui.explorer.rules.IncomingDependencyNode.getParent()	5	X	X	X	X		X	79
(917)org.argouml.ui.explorer.rules.GoModelToNode.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(920)org.argouml.ui.explorer.rules.GoOperationToCollaboration.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(922)org.argouml.ui.explorer.rules.GoOperationToCollaboration.getDependencies(java.lang.Object)->(6197)java.util.HashSet.<init>()	6	X	X	X	X	X	X	95
(923)org.argouml.ui.explorer.rules.GoProfileToModel.getRuleName()->(51)org.argouml.i18n.Translator.localize(java.lang.String)	6	X	X	X	X	X	X	95
(924)org.argouml.ui.explorer.rules.GoProfileToModel.getChildren(java.lang.Object)->(2679)org.argouml.profile.Profile.getProfilePackages()	5	X	X	X	X		X	79
