Connection	matching	Soot(1)	OSA(2)	SPOON(4)	JCG(8)	WALA(16)	JDT(64)	IntersectionID
(274)automata.pda.PDAStepByStateSimulator.stepConfiguration(automata.Configuration)->(3771)automata.pda.PDATransition.getInputToRead()	5	X	X	X	X		X	79
(274)automata.pda.PDAStepByStateSimulator.stepConfiguration(automata.Configuration)->(3772)automata.pda.PDATransition.getStringToPop()	5	X	X	X	X		X	79
(274)automata.pda.PDAStepByStateSimulator.stepConfiguration(automata.Configuration)->(3773)automata.pda.PDATransition.getStringToPush()	5	X	X	X	X		X	79
(274)automata.pda.PDAStepByStateSimulator.stepConfiguration(automata.Configuration)->(3789)automata.pda.CharacterStack.push(java.lang.String)	6	X	X	X	X	X	X	95
(274)automata.pda.PDAStepByStateSimulator.stepConfiguration(automata.Configuration)->(3799)automata.pda.PDAConfiguration.getInput()	5	X	X	X	X		X	79
(275)automata.pda.PDAStepByStateSimulator.simulateInput(java.lang.String)->(274)automata.pda.PDAStepByStateSimulator.stepConfiguration(automata.Configuration)	6	X	X	X	X	X	X	95
(275)automata.pda.PDAStepByStateSimulator.simulateInput(java.lang.String)->(2206)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(275)automata.pda.PDAStepByStateSimulator.simulateInput(java.lang.String)->(2654)java.util.ArrayList.addAll(java.util.Collection)	6	X	X	X	X	X	X	95
(275)automata.pda.PDAStepByStateSimulator.simulateInput(java.lang.String)->(3801)automata.pda.PDAStepByStateSimulator.getInitialConfigurations(java.lang.String)	6	X	X	X	X	X	X	95
(275)automata.pda.PDAStepByStateSimulator.simulateInput(java.lang.String)->(3802)automata.pda.PDAStepByStateSimulator.isAccepted()	6	X	X	X	X	X	X	95
(277)automata.mealy.MealyTransition.getDescription()->(1928)java.lang.String.length()	5	X	X	X	X		X	79
(277)automata.mealy.MealyTransition.getDescription()->(2212)gui.environment.Profile.getEmptyString()	6	X	X	X	X	X	X	95
(277)automata.mealy.MealyTransition.getDescription()->(3807)automata.mealy.MealyTransition.getLabel()	6	X	X	X	X	X	X	95
(277)automata.mealy.MealyTransition.getDescription()->(3809)automata.mealy.MealyTransition.getOutput()	6	X	X	X	X	X	X	95
(278)automata.mealy.MealyTransition.toString()->(2519)automata.Transition.toString()	6	X	X	X	X	X	X	95
(278)automata.mealy.MealyTransition.toString()->(3807)automata.mealy.MealyTransition.getLabel()	6	X	X	X	X	X	X	95
(278)automata.mealy.MealyTransition.toString()->(3809)automata.mealy.MealyTransition.getOutput()	6	X	X	X	X	X	X	95
(279)automata.mealy.MooreTransition.getDescription()->(1928)java.lang.String.length()	5	X	X	X	X		X	79
(279)automata.mealy.MooreTransition.getDescription()->(2212)gui.environment.Profile.getEmptyString()	6	X	X	X	X	X	X	95
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(1928)java.lang.String.length()	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(2206)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(2208)java.lang.String.substring(int)	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(2209)java.util.ArrayList.add(java.lang.Object)	6	X	X	X	X	X	X	95
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(2222)automata.Automaton.getTransitionsFromState(automata.State)	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(2539)java.lang.String.startsWith(java.lang.String)	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(3807)automata.mealy.MealyTransition.getLabel()	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(3809)automata.mealy.MealyTransition.getOutput()	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(3814)automata.mealy.MealyConfiguration.<init>(automata.State,automata.mealy.MealyConfiguration,java.lang.String,java.lang.String,java.lang.String)	6	X	X	X	X	X	X	95
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(3815)automata.mealy.MealyConfiguration.getUnprocessedInput()	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(3816)automata.mealy.MealyConfiguration.getInput()	5	X	X	X	X		X	79
(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)->(3817)automata.mealy.MealyConfiguration.getOutput()	5	X	X	X	X		X	79
(281)automata.mealy.MealyStepByStateSimulator.simulateInput(java.lang.String)->(19)java.util.Arrays.asList(java.lang.Object[])	6	X	X	X	X	X	X	95
(281)automata.mealy.MealyStepByStateSimulator.simulateInput(java.lang.String)->(280)automata.mealy.MealyStepByStateSimulator.stepConfiguration(automata.Configuration)	6	X	X	X	X	X	X	95
(281)automata.mealy.MealyStepByStateSimulator.simulateInput(java.lang.String)->(2206)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(281)automata.mealy.MealyStepByStateSimulator.simulateInput(java.lang.String)->(2654)java.util.ArrayList.addAll(java.util.Collection)	6	X	X	X	X	X	X	95
(281)automata.mealy.MealyStepByStateSimulator.simulateInput(java.lang.String)->(3813)automata.mealy.MealyStepByStateSimulator.getInitialConfigurations(java.lang.String)	6	X	X	X	X	X	X	95
(281)automata.mealy.MealyStepByStateSimulator.simulateInput(java.lang.String)->(3818)automata.mealy.MealyStepByStateSimulator.isAccepted()	6	X	X	X	X	X	X	95
(282)automata.mealy.MealyConfiguration.toString()->(2291)automata.Configuration.toString()	6	X	X	X	X	X	X	95
(282)automata.mealy.MealyConfiguration.toString()->(3815)automata.mealy.MealyConfiguration.getUnprocessedInput()	6	X	X	X	X	X	X	95
(282)automata.mealy.MealyConfiguration.toString()->(3817)automata.mealy.MealyConfiguration.getOutput()	6	X	X	X	X	X	X	95
(283)automata.mealy.MooreMachine.getStateDescription(automata.State)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(283)automata.mealy.MooreMachine.getStateDescription(automata.State)->(2212)gui.environment.Profile.getEmptyString()	6	X	X	X	X	X	X	95
(283)automata.mealy.MooreMachine.getStateDescription(automata.State)->(2324)automata.mealy.MooreMachine.getOutput(automata.State)	6	X	X	X	X	X	X	95
(293)pumping.cf.AkBnCnDj.chooseI()->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(295)pumping.LemmaMath.countInstances(java.lang.String,char)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(295)pumping.LemmaMath.countInstances(java.lang.String,char)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(297)pumping.PumpingLemma.pumpString(java.lang.String,int)->(2471)java.lang.StringBuffer.<init>()	6	X	X	X	X	X	X	95
(297)pumping.PumpingLemma.pumpString(java.lang.String,int)->(2473)java.lang.StringBuffer.append(java.lang.String)	6	X	X	X	X	X	X	95
(297)pumping.PumpingLemma.pumpString(java.lang.String,int)->(2475)java.lang.StringBuffer.toString()	6	X	X	X	X	X	X	95
(298)pumping.cf.AkBnCnDj.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(298)pumping.cf.AkBnCnDj.isInLang(java.lang.String)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(298)pumping.cf.AkBnCnDj.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(299)pumping.LemmaMath.isMixture(java.lang.String,char[])->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(299)pumping.LemmaMath.isMixture(java.lang.String,char[])->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(301)pumping.cf.AnBjAnBj.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(301)pumping.cf.AnBjAnBj.isInLang(java.lang.String)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(301)pumping.cf.AnBjAnBj.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(301)pumping.cf.AnBjAnBj.isInLang(java.lang.String)->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(301)pumping.cf.AnBjAnBj.isInLang(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(308)pumping.cf.W1CW2CW3CW4.getWs(java.lang.String)->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(308)pumping.cf.W1CW2CW3CW4.getWs(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(308)pumping.cf.W1CW2CW3CW4.getWs(java.lang.String)->(3743)java.lang.String.indexOf(int)	6	X	X	X	X	X	X	95
(309)pumping.cf.W1CW2CW3CW4.checkIfPossibility(java.lang.String,java.lang.String,int)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(309)pumping.cf.W1CW2CW3CW4.checkIfPossibility(java.lang.String,java.lang.String,int)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(309)pumping.cf.W1CW2CW3CW4.checkIfPossibility(java.lang.String,java.lang.String,int)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(309)pumping.cf.W1CW2CW3CW4.checkIfPossibility(java.lang.String,java.lang.String,int)->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(310)pumping.cf.W1CW2CW3CW4.isInLang(java.lang.String)->(308)pumping.cf.W1CW2CW3CW4.getWs(java.lang.String)	6	X	X	X	X	X	X	95
(310)pumping.cf.W1CW2CW3CW4.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(310)pumping.cf.W1CW2CW3CW4.isInLang(java.lang.String)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(310)pumping.cf.W1CW2CW3CW4.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(316)pumping.cf.AnBn.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(316)pumping.cf.AnBn.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(336)pumping.cf.NaNbNc.chooseDecomposition()->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(336)pumping.cf.NaNbNc.chooseDecomposition()->(3743)java.lang.String.indexOf(int)	6	X	X	X	X	X	X	95
(336)pumping.cf.NaNbNc.chooseDecomposition()->(3845)pumping.ContextFreePumpingLemma.chooseDecomposition()	6	X	X	X	X	X	X	95
(337)pumping.cf.NaNbNc.chooseI()->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(338)pumping.cf.NaNbNc.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(338)pumping.cf.NaNbNc.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(340)pumping.cf.W1BnW2.chooseDecomposition()->(341)pumping.cf.W1BnW2.isInLang(java.lang.String)	6	X	X	X	X	X	X	95
(340)pumping.cf.W1BnW2.chooseDecomposition()->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(340)pumping.cf.W1BnW2.chooseDecomposition()->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(340)pumping.cf.W1BnW2.chooseDecomposition()->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(340)pumping.cf.W1BnW2.chooseDecomposition()->(3845)pumping.ContextFreePumpingLemma.chooseDecomposition()	6	X	X	X	X	X	X	95
(341)pumping.cf.W1BnW2.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(341)pumping.cf.W1BnW2.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(341)pumping.cf.W1BnW2.isInLang(java.lang.String)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(341)pumping.cf.W1BnW2.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(341)pumping.cf.W1BnW2.isInLang(java.lang.String)->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(341)pumping.cf.W1BnW2.isInLang(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(341)pumping.cf.W1BnW2.isInLang(java.lang.String)->(3896)java.lang.String.<init>()	6	X	X	X	X	X	X	95
(344)pumping.cf.W1VVrW2.getVVr(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(344)pumping.cf.W1VVrW2.getVVr(java.lang.String)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(344)pumping.cf.W1VVrW2.getVVr(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(344)pumping.cf.W1VVrW2.getVVr(java.lang.String)->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(344)pumping.cf.W1VVrW2.getVVr(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(345)pumping.cf.W1VVrW2.chooseDecomposition()->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(345)pumping.cf.W1VVrW2.chooseDecomposition()->(344)pumping.cf.W1VVrW2.getVVr(java.lang.String)	6	X	X	X	X	X	X	95
(345)pumping.cf.W1VVrW2.chooseDecomposition()->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(345)pumping.cf.W1VVrW2.chooseDecomposition()->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(345)pumping.cf.W1VVrW2.chooseDecomposition()->(3743)java.lang.String.indexOf(int)	6	X	X	X	X	X	X	95
(346)pumping.cf.W1VVrW2.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(346)pumping.cf.W1VVrW2.isInLang(java.lang.String)->(344)pumping.cf.W1VVrW2.getVVr(java.lang.String)	6	X	X	X	X	X	X	95
(351)pumping.cf.NagNbeNc.chooseDecomposition()->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(351)pumping.cf.NagNbeNc.chooseDecomposition()->(3845)pumping.ContextFreePumpingLemma.chooseDecomposition()	6	X	X	X	X	X	X	95
(352)pumping.cf.NagNbeNc.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(352)pumping.cf.NagNbeNc.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(354)pumping.cf.WW.chooseDecomposition()->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(354)pumping.cf.WW.chooseDecomposition()->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(354)pumping.cf.WW.chooseDecomposition()->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(354)pumping.cf.WW.chooseDecomposition()->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(354)pumping.cf.WW.chooseDecomposition()->(3845)pumping.ContextFreePumpingLemma.chooseDecomposition()	6	X	X	X	X	X	X	95
(355)pumping.cf.WW.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(355)pumping.cf.WW.isInLang(java.lang.String)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(355)pumping.cf.WW.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(355)pumping.cf.WW.isInLang(java.lang.String)->(2207)java.lang.String.substring(int,int)	6	X	X	X	X	X	X	95
(355)pumping.cf.WW.isInLang(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(360)pumping.cf.AiBjCk.chooseDecomposition()->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(360)pumping.cf.AiBjCk.chooseDecomposition()->(3845)pumping.ContextFreePumpingLemma.chooseDecomposition()	6	X	X	X	X	X	X	95
(361)pumping.cf.AiBjCk.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(361)pumping.cf.AiBjCk.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(366)pumping.cf.WW1WrEquals.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(367)pumping.LemmaMath.flipCoin()->(4741)java.util.Random.nextBoolean()	6	X	X	X	X	X	X	95
(369)pumping.cf.WW1WrEquals.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(369)pumping.cf.WW1WrEquals.isInLang(java.lang.String)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(369)pumping.cf.WW1WrEquals.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(380)pumping.cf.WW1WrGrtrThanEq.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(382)pumping.cf.WW1WrGrtrThanEq.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(382)pumping.cf.WW1WrGrtrThanEq.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(404)pumping.cf.AnBnCn.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(405)pumping.cf.AnBnCn.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(405)pumping.cf.AnBnCn.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(417)pumping.PumpingLemma.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(417)pumping.PumpingLemma.<init>()->(2206)java.util.ArrayList.<init>()	6	X	X	X	X	X	X	95
(423)pumping.ContextFreePumpingLemma.addCase(int[],int)->(2209)java.util.ArrayList.add(java.lang.Object)	6	X	X	X	X	X	X	95
(423)pumping.ContextFreePumpingLemma.addCase(int[],int)->(2219)java.util.ArrayList.get(int)	6	X	X	X	X	X	X	95
(423)pumping.ContextFreePumpingLemma.addCase(int[],int)->(2221)java.util.ArrayList.size()	6	X	X	X	X	X	X	95
(423)pumping.ContextFreePumpingLemma.addCase(int[],int)->(2307)java.io.PrintStream.println(java.lang.String)	6	X	X	X	X	X	X	95
(423)pumping.ContextFreePumpingLemma.addCase(int[],int)->(3844)pumping.ContextFreePumpingLemma.setDecomposition(int[])	6	X	X	X	X	X	X	95
(423)pumping.ContextFreePumpingLemma.addCase(int[],int)->(4730)pumping.Case.setI(int)	6	X	X	X	X	X	X	95
(423)pumping.ContextFreePumpingLemma.addCase(int[],int)->(4731)pumping.Case.setUserInput(int[])	6	X	X	X	X	X	X	95
(424)pumping.ContextFreePumpingLemma.chooseDecompositionWithoutCases()->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(424)pumping.ContextFreePumpingLemma.chooseDecompositionWithoutCases()->(3844)pumping.ContextFreePumpingLemma.setDecomposition(int[])	6	X	X	X	X	X	X	95
(431)pumping.RegularPumpingLemma.chooseDecomposition()->(4745)pumping.RegularPumpingLemma.setDecomposition(int[])	6	X	X	X	X	X	X	95
(432)pumping.reg.BBABAnAn.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(435)pumping.reg.NaNb.chooseDecomposition()->(3743)java.lang.String.indexOf(int)	6	X	X	X	X	X	X	95
(436)pumping.reg.NaNb.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(436)pumping.reg.NaNb.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(438)pumping.reg.Palindrome.chooseDecomposition()->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(439)pumping.reg.Palindrome.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(440)pumping.reg.Palindrome.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(440)pumping.reg.Palindrome.isInLang(java.lang.String)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(440)pumping.reg.Palindrome.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(441)pumping.reg.AnBk.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(443)pumping.reg.AnBk.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(443)pumping.reg.AnBk.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(444)pumping.reg.AB2n.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(447)pumping.reg.AnBn.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(448)pumping.reg.AnBn.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(448)pumping.reg.AnBn.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(450)pumping.reg.AnBlAk.chooseDecomposition()->(3743)java.lang.String.indexOf(int)	6	X	X	X	X	X	X	95
(451)pumping.reg.AnBlAk.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(451)pumping.reg.AnBlAk.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(451)pumping.reg.AnBlAk.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(451)pumping.reg.AnBlAk.isInLang(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(451)pumping.reg.AnBlAk.isInLang(java.lang.String)->(3743)java.lang.String.indexOf(int)	6	X	X	X	X	X	X	95
(452)pumping.reg.B5Wmod.chooseW()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(453)pumping.reg.B5Wmod.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(453)pumping.reg.B5Wmod.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(453)pumping.reg.B5Wmod.isInLang(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(453)pumping.reg.B5Wmod.isInLang(java.lang.String)->(2539)java.lang.String.startsWith(java.lang.String)	6	X	X	X	X	X	X	95
(455)pumping.reg.ABnAk.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(455)pumping.reg.ABnAk.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(455)pumping.reg.ABnAk.isInLang(java.lang.String)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(455)pumping.reg.ABnAk.isInLang(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(455)pumping.reg.ABnAk.isInLang(java.lang.String)->(2539)java.lang.String.startsWith(java.lang.String)	6	X	X	X	X	X	X	95
(455)pumping.reg.ABnAk.isInLang(java.lang.String)->(3330)java.lang.String.<init>(java.lang.String)	6	X	X	X	X	X	X	95
(457)pumping.reg.AnEven.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(458)pumping.reg.AnEven.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(458)pumping.reg.AnEven.isInLang(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(461)pumping.reg.AnBkCnk.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(462)pumping.reg.AnBkCnk.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(462)pumping.reg.AnBkCnk.isInLang(java.lang.String)->(299)pumping.LemmaMath.isMixture(java.lang.String,char[])	6	X	X	X	X	X	X	95
(463)pumping.reg.B5W.chooseI()->(367)pumping.LemmaMath.flipCoin()	6	X	X	X	X	X	X	95
(465)pumping.reg.B5W.chooseDecomposition()->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(466)pumping.reg.B5W.isInLang(java.lang.String)->(295)pumping.LemmaMath.countInstances(java.lang.String,char)	6	X	X	X	X	X	X	95
(466)pumping.reg.B5W.isInLang(java.lang.String)->(311)pumping.LemmaMath.otherCharactersFound(java.lang.String,char[])	6	X	X	X	X	X	X	95
(466)pumping.reg.B5W.isInLang(java.lang.String)->(2208)java.lang.String.substring(int)	6	X	X	X	X	X	X	95
(466)pumping.reg.B5W.isInLang(java.lang.String)->(2539)java.lang.String.startsWith(java.lang.String)	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(2301)java.util.HashMap.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4856)file.xml.GrammarTransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4892)file.xml.FSATransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4893)file.xml.PDATransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4894)file.xml.TMTransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4895)file.xml.TMBBTransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4896)file.xml.RETransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4897)file.xml.LSystemTransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4898)file.xml.MealyTransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4899)file.xml.MooreTransducer.<init>()	6	X	X	X	X	X	X	95
(468)file.xml.TransducerFactory.<clinit>()->(4900)file.xml.RegPumpingLemmaTransducer.<init>()	6	X	X	X	X	X	X	95
